,Manufacturer,Model,Year,Motor Liters,Milage,Price
10325,Nissan,Leaf,2018,E,82 tūkst.,"17,000  €"
10326,Nissan,Note,2014,1.5D,-,"5,490  €"
10327,Nissan,Citi,2012,2.3D,-,"8,490  €"
10328,Nissan,Qashqai,2012,1.6,73 tūkst.,"8,499  €"
10329,Nissan,X-Trail,2006,2.2D,-,"3,000  €"
10330,Nissan,Primastar,2009,2.0D,-,"4,900  €"
10331,Nissan,X-Trail,2017,1.6D,77 tūkst.,"13,900  €"
10332,Nissan,X-Trail,2018,2.0D,131 tūkst.,"17,580  €"
10333,Nissan,Juke,2018,1.6,66 tūkst.,"11,640  €"
10334,Nissan,Pathfinder,2006,2.5D,240 tūkst.,"4,800  €"
10335,Nissan,X-Trail,2018,1.6D,68 tūkst.,"19,990  €"
10336,Nissan,Qashqai,2011,2.0D,222 tūkst.,"6,790  €"
10337,Nissan,X-Trail,-,-,-,pērku 
10338,Nissan,Note,2014,1.5D,-,"5,190  €"
10339,Nissan,Navara,2016,2.3D,145 tūkst.,"19,500  €"
10340,Nissan,X-Trail,2010,2.0D,270 tūkst.,"6,450  €"
10341,Nissan,Qashqai,2018,1.2,-,"14,400  €"
10342,Nissan,Qashqai,2014,1.6D,200 tūkst.,"12,200  €"
10343,Nissan,Juke,2015,1.6,125 tūkst.,"8,400  €"
10344,Nissan,Navara,-,-,350 tūkst.,pērku 
10345,Nissan,Navara,2010,2.5D,-,"9,250  €"
10346,Nissan,Almera,2003,2.2D,234 tūkst.,950  €
10347,Nissan,Juke,2018,1.6,105 tūkst.,"10,800  €"
10348,Nissan,X-Trail,2006,2.2D,261 tūkst.,"3,100  €"
10349,Nissan,Pathfinder,2008,2.5D,220 tūkst.,"7,500  €"
10350,Nissan,Qashqai,2008,2.0D,289 tūkst.,"5,500  €"
10351,Nissan,Navara,2016,2.3D,303 tūkst.,"15,700  €"
10352,Nissan,Qashqai,-,-,-,pērku 
10353,Nissan,Patrol,2000,3.0D,281 tūkst.,"13,450  €"
10354,Nissan,Juke,2019,1.6,78 tūkst.,"9,890  €"
10355,Nissan,Qashqai,2018,1.2,64 tūkst.,"15,700  €"
10356,Nissan,Qashqai,2012,1.6D,187 tūkst.,"8,400  €"
10357,Nissan,Qashqai,2009,1.5D,-,"3,999  €"
10358,Nissan,Qashqai,2015,1.6D,-,"11,990  €"
10359,Nissan,Qashqai,2010,2.0D,194 tūkst.,"6,795  €"
10360,Nissan,X-Trail,2016,1.6D,233 tūkst.,"12,777  €"
10361,Nissan,Qashqai,2014,1.5D,175 tūkst.,"10,990  €"
10362,Nissan,X-Trail,2016,1.6D,198 tūkst.,"10,990  €"
10363,Nissan,Juke,2014,1.5D,174 tūkst.,"7,990  €"
10364,Nissan,X-Trail,2009,2.0D,-,"5,650  €"
10365,Nissan,Navara,2012,3.0D,230 tūkst.,"11,200  €"
10366,Nissan,Leaf,2011,E,194 tūkst.,"5,400  €"
10367,Nissan,Almera Tino,2003,2.2D,278 tūkst.,"1,350  €"
10368,Nissan,Qashqai,2011,2.0D,-,"9,500  €"
10369,Nissan,Qashqai,2016,1.2,105 tūkst.,"11,600  €"
10370,Nissan,Leaf,2022,E,4.4 tūkst.,"25,780  €"
10371,Nissan,Juke,2017,1.6,164 tūkst.,"9,250  €"
10372,Nissan,X-Trail,2019,2.0D,120 tūkst.,"19,390  €"
10373,Nissan,Juke,2017,1.6,43 tūkst.,"12,390  €"
10374,Nissan,Juke,2019,1.6,69 tūkst.,"12,350  €"
10375,Nissan,Qashqai,2018,1.2,138 tūkst.,"14,990  €"
10376,Nissan,Qashqai,2018,1.6D,303 tūkst.,"11,950  €"
10377,Nissan,Juke,2013,1.6,203 tūkst.,"7,950  €"
10378,Nissan,Qashqai,-,-,-,pērku 
10379,Nissan,Primastar,2003,1.9D,-,"2,990  €"
10380,Nissan,Note,2008,1.5D,-,"2,750  €"
10381,Nissan,X-Trail,2006,2.5,209 tūkst.,"5,850  €"
10382,Nissan,Juke,2019,1.6,53 tūkst.,"12,790  €"
10383,Nissan,Qashqai,2017,1.6D,85 tūkst.,"14,800  €"
10384,Nissan,Qashqai,2010,2.0D,-,"6,555  €"
10385,Nissan,X-Trail,-,-,-,pērku 
10386,Nissan,Qashqai,-,-,-,pērku 
10387,Nissan,Juke,-,-,-,pērku 
10388,Nissan,Micra,2004,1.2,236 tūkst.,"1,200  €"
10389,Nissan,Qashqai,2021,1.3,21 tūkst.,"21,500  €"
10390,Nissan,Qashqai,2010,1.5D,-,"4,750  €"
10391,Nissan,X-Trail,2007,2.0D,-,"4,850  €"
10392,Nissan,Navara,2015,2.5D,194 tūkst.,"10,990  €"
10393,Nissan,Pathfinder,2011,3.0D,325 tūkst.,"9,500  €"
10394,Nissan,X-Trail,2015,1.6D,151 tūkst.,"14,590  €"
10395,Nissan,X-Trail,-,-,-,pērku 
10396,Nissan,X-Trail,2018,1.6,-,"15,990  €"
10397,Nissan,Juke,-,-,-,pērku 
10398,Nissan,Qashqai,2010,2.0D,-,"6,990  €"
10399,Nissan,Navara,2010,2.5D,315 tūkst.,"9,500  €"
10400,Nissan,Qashqai,2008,2.0D,221 tūkst.,"6,500  €"
10401,Nissan,Qashqai,2015,1.2,108 tūkst.,"12,300  €"
10402,Nissan,Juke,2011,1.5D,228 tūkst.,"5,350  € maiņai"
10403,Nissan,Juke,2011,1.5D,128 tūkst.,"7,000  €"
10404,Nissan,X-Trail,2015,1.6D,233 tūkst.,"12,950  €"
10405,Nissan,Note,2006,1.4,260 tūkst.,"1,950  €"
10406,Nissan,Pick UP,1996,2.4,300 tūkst.,"2,500  €"
10407,Nissan,Qashqai,2009,2.0D,-,"3,850  €"
10408,Nissan,Qashqai,2016,1.2,-,"11,700  €"
10409,Nissan,Qashqai,2017,1.2,146 tūkst.,"15,300  €"
10410,Nissan,Qashqai,2022,1.3,20 tūkst.,"28,500  €"
10411,Nissan,Leaf,2021,E,20 tūkst.,"23,500  €"
10412,Nissan,Leaf,2022,E,11 tūkst.,"25,950  €"
10413,Nissan,Leaf,2023,E,100,"27,500  €"
10414,Nissan,Qashqai,2008,1.5D,-,"3,970  €"
10415,Nissan,Juke,2015,1.5D,180 tūkst.,"8,100  €"
10416,Nissan,Citi,-,-,-,pērku 
10417,Nissan,X-Trail,2015,1.6D,-,"14,500  €"
10418,Nissan,Qashqai,2018,1.6D,-,"16,950  €"
10419,Nissan,Citi,-,-,-,pērku 
10420,Nissan,Navara,2011,2.5D,-,"10,950  € maiņai"
10421,Nissan,Primera,2004,2.2D,245,"1,100  €"
10422,Nissan,Note,2011,1.4D,121 tūkst.,"3,900  €"
10423,Nissan,Qashqai,2009,1.5D,245 tūkst.,"4,700  €"
10424,Nissan,Juke,2011,1.5D,160 tūkst.,"4,950  €"
10425,Nissan,Juke,2016,1.6,62 tūkst.,"12,500  €"
10426,Nissan,Qashqai,2007,2.0D,272 tūkst.,"5,200  €"
10427,Nissan,Navara,2009,2.5D,253 tūkst.,"6,400  €"
10428,Nissan,Qashqai,2012,1.6D,260 tūkst.,"7,690  €"
10429,Nissan,Juke,2011,1.5D,228 tūkst.,"5,250  € maiņai"
10430,Nissan,X-Trail,2015,1.6D,-,"12,500  €"
10431,Nissan,X-Trail,-,-,-,pērku 
10432,Nissan,X-Trail,2002,2.0,245 tūkst.,"2,500  €"
10433,Nissan,X-Trail,-,-,-,pērku 
10434,Nissan,Patrol,2003,2.5D,205 tūkst.,"14,190  €"
10435,Nissan,Almera Tino,2000,2.2D,289 tūkst.,"1,200  €"
10436,Nissan,Qashqai,2011,1.5D,230 tūkst.,"6,750  €"
10437,Nissan,Pathfinder,2007,2.5D,197 tūkst.,"7,500  €"
10438,Nissan,X-Trail,2015,1.6D,150 tūkst.,"11,600  €"
10439,Nissan,X-Trail,2019,2.0D,100 tūkst.,"21,750  €"
10440,Nissan,Qashqai,2019,1.3,63 tūkst.,"16,900  €"
10441,Nissan,X-Trail,2015,1.6D,198 tūkst.,"11,950  €"
10442,Nissan,X-Trail,2005,2.2D,351 tūkst.,"2,586  €"
10443,Nissan,Qashqai,2018,1.3,76 tūkst.,"15,300  €"
10444,Nissan,Qashqai,2015,1.2,-,"11,850  €"
10445,Nissan,Qashqai,2021,1.3,48 tūkst.,"21,000  €"
10446,Nissan,NV200,2011,1.5D,213 tūkst.,"4,999  €"
10447,Nissan,Qashqai,2011,2.0D,-,"7,500  €"
10448,Nissan,X-Trail,2008,2.0D,-,"6,450  €"
10449,Nissan,Qashqai,2014,1.6D,223 tūkst.,"11,000  €"
10450,Nissan,Qashqai,2007,1.5D,260 tūkst.,"4,500  € maiņai"
10451,Nissan,Qashqai,2007,1.5D,263 tūkst.,"5,200  €"
10452,Nissan,Sunny,1990,1.6,275 tūkst.,675  €
10453,Nissan,Leaf,2022,E,-,"19,700  €"
10454,Nissan,Juke,2015,1.5D,-,"9,990  €"
10455,Nissan,Qashqai,2019,1.3,105 tūkst.,"16,500  €"
10456,Nissan,X-Trail,2006,2.2D,-,"5,790  €"
10457,Nissan,Qashqai,2009,2.0D,-,"5,700  €"
10458,Nissan,Note,2008,1.6,-,"2,470  €"
10459,Nissan,Primera,2005,2.0,260 tūkst.,"1,200  €"
10460,Nissan,Qashqai,2015,1.2,137 tūkst.,"8,790  €"
10461,Nissan,Qashqai,2020,1.3,52 tūkst.,"18,290  €"
10462,Nissan,Qashqai,2013,1.6D,-,"7,000  €"
10463,Nissan,Qashqai,2007,2.0D,-,"5,250  €"
10464,Nissan,Juke,2011,1.5D,222 tūkst.,"5,450  €"
10465,Nissan,Juke,2014,1.6,-,"8,600  €"
10466,Nissan,Juke,2010,1.5D,-,"6,100  €"
10467,Nissan,Qashqai,2011,2.0D,-,"8,750  €"
10468,Nissan,X-Trail,2016,1.6D,-,"13,996  €"
10469,Nissan,Primera,2003,1.8,289 tūkst.,"1,450  €"
10470,Nissan,Juke,2010,1.5D,204 tūkst.,"5,500  €"
10471,Nissan,Citi,2023,E,3.7 tūkst.,"65,271  €"
10472,Nissan,Juke,2016,1.6,132 tūkst.,"8,900  €"
10473,Nissan,X-Trail,2005,2.0D,250 tūkst.,"1,200  €"
10474,Nissan,Qashqai,2015,1.2,-,"7,990  €"
10475,Nissan,Qashqai,2017,1.2,105 tūkst.,"13,550  €"
10476,Nissan,Qashqai,2015,1.2,106 tūkst.,"11,890  €"
10477,Nissan,X-Trail,2016,1.6,111 tūkst.,"15,300  €"
10478,Nissan,Primastar,2003,1.9D,392 tūkst.,"1,780  €"
10479,Nissan,NV300,2017,1.6D,146 tūkst.,"17,950  €"
10480,Nissan,X-Trail,2020,1.3,72 tūkst.,"23,990  €"
10481,Nissan,Juke,2011,1.5D,199 tūkst.,"5,300  €"
10482,Nissan,Leaf,2016,E,41 tūkst.,"11,490  €"
10483,Nissan,Note,2007,1.6,427 tūkst.,"1,190  €"
10484,Nissan,Note,2014,1.2,182 tūkst.,"4,880  €"
10485,Nissan,Juke,2012,1.5D,198 tūkst.,"6,200  €"
10486,Nissan,Primastar,2011,2.0D,238 tūkst.,"6,400  €"
10487,Nissan,Citi,2022,E,4 tūkst.,"55,880  €"
10488,Nissan,Micra,2003,1.2,205 tūkst.,"1,750  €"
10489,Nissan,X-Trail,2007,2.0D,-,"5,350  €"
10490,Nissan,Qashqai,2011,2.0D,216 tūkst.,"6,990  €"
10491,Nissan,X-Trail,2007,2.2D,270 tūkst.,"3,990  €"
10492,Nissan,Qashqai,2023,1.3,9 tūkst.,"27,200  €"
10493,Nissan,X-Trail,2019,1.3,63 tūkst.,"21,800  €"
10494,Nissan,Qashqai,2023,1.3,18 tūkst.,"29,490  €"
10495,Nissan,X-Trail,2008,2.0D,289 tūkst.,"4,800  €"
10496,Nissan,Pathfinder,2005,2.5D,229 tūkst.,"6,999  €"
10497,Nissan,X-Trail,2023,1.5H,4.5 tūkst.,"42,950  €"
10498,Nissan,Micra,2006,1.2,104 tūkst.,"1,790  €"
10499,Nissan,Almera Tino,2003,1.8,158 tūkst.,"1,950  €"
10500,Nissan,Murano,2013,2.5D,-,"9,500  €"
10501,Nissan,Qashqai,2008,2.0,-,"6,500  €"
10502,Nissan,Micra,2006,1.2,-,"2,600  €"
10503,Nissan,Qashqai,2008,2.0D,274 tūkst.,"4,250  €"
10504,Nissan,Note,2007,1.6,209 tūkst.,"2,850  €"
10505,Nissan,Juke,2013,1.6,99 tūkst.,"6,400  €"
10506,Nissan,Juke,2011,1.5D,228 tūkst.,"5,450  €"
10507,Nissan,Note,2007,1.5D,-,"2,990  €"
10508,Nissan,Qashqai,2011,2.0D,220 tūkst.,"7,800  €"
10509,Nissan,Patrol,1989,3.3D,347 tūkst.,"4,890  €"
10510,Nissan,Trafic,2016,1.6D,229 tūkst.,"14,600  € maiņai"
10511,Nissan,Qashqai,2018,1.2,51 tūkst.,"13,500  €"
10512,Nissan,Citi,2016,2.3D,-,"8,000  €"
10513,Nissan,Leaf,2021,E,-,"23,300  €"
10514,Nissan,Juke,2014,1.5D,218 tūkst.,"6,950  €"
10515,Nissan,Qashqai,2013,1.6D,225 tūkst.,"6,550  €"
10516,Nissan,Leaf,2023,E,1.3 tūkst.,"32,000  €"
10517,Nissan,Juke,2013,1.5D,-,"8,450  €"
10518,Nissan,Patrol,2006,3.0D,237 tūkst.,"11,900  €"
10519,Nissan,X-Trail,2012,2.0D,116 tūkst.,"9,200  €"
10520,Nissan,Juke,2022,1.0,14 tūkst.,"19,900  €"
10521,Nissan,Qashqai,2022,1.3,23 tūkst.,"26,990  €"
10522,Nissan,Juke,2019,1.6,74 tūkst.,"12,490  €"
10523,Nissan,X-Trail,2018,2.0D,89 tūkst.,"20,990  €"
10524,Nissan,Qashqai,2016,1.6D,358 tūkst.,"8,490  €"
10525,Nissan,Juke,2020,1.0,65 tūkst.,"16,990  €"
10526,Nissan,Leaf,2020,E,25 tūkst.,"24,990  €"
10527,Nissan,Qashqai,2008,1.5D,-,"5,950  €"
10528,Nissan,Qashqai,2010,2.0D,253 tūkst.,"7,790  €"
10529,Nissan,Qashqai,2010,2.0D,274 tūkst.,"7,590  €"
10530,Nissan,Juke,2015,1.5D,168 tūkst.,"9,990  €"
10531,Nissan,Qashqai,2023,1.3,59,"30,900  €"
10532,Nissan,Primastar,2007,2.0D,-,"5,500  € maiņai"
10533,Nissan,Navara,2010,2.5D,318 tūkst.,"9,700  €"
10534,Nissan,Qashqai,2008,2.0D,225 tūkst.,"5,950  €"
10535,Nissan,Juke,2016,1.6,60 tūkst.,"9,950  €"
10536,Nissan,Pulsar,2016,1.5D,179 tūkst.,"6,400  €"
10537,Nissan,Leaf,2018,E,-,"17,790  €"
10538,Nissan,Qashqai,2020,1.3,84 tūkst.,"20,250  €"
10539,Nissan,X-Trail,2007,2.2D,237 tūkst.,"4,550  €"
10540,Nissan,Primastar,2006,1.9D,287 tūkst.,"5,690  €"
10541,Nissan,Qashqai,2011,1.5D,278 tūkst.,"5,800  €"
10542,Nissan,Primera,2006,1.8,252 tūkst.,"1,400  €"
10543,Nissan,Note,2008,1.5D,-,"2,750  €"
10544,Nissan,X-Trail,2005,2.2D,239 tūkst.,"2,440  €"
10545,Nissan,X-Trail,2018,2.0D,140 tūkst.,"18,990  €"
10546,Nissan,Qashqai,2015,1.2,-,"9,350  €"
10547,Nissan,Qashqai,2017,1.2,130 tūkst.,"14,200  €"
10548,Nissan,Primastar,2008,2.0D,440 tūkst.,"1,600  €"
10549,Nissan,Note,2016,1.5D,101 tūkst.,"5,950  €"
10550,Nissan,X-Trail,2021,1.3,49 tūkst.,"28,000  €"
10551,Nissan,Note,2007,1.6,197 tūkst.,"1,700  €"
10552,Nissan,Qashqai,2017,1.2,-,"12,900  €"
10553,Nissan,X-Trail,2009,2.0D,227 tūkst.,"7,200  €"
10554,Nissan,X-Trail,2017,1.6D,117 tūkst.,"14,600  €"
10555,Nissan,Juke,2018,1.6,63 tūkst.,"11,550  €"
10556,Nissan,Navara,2010,2.5D,-,"6,900  €"
10557,Nissan,Navara,2007,2.5D,-,"5,500  €"
10558,Nissan,Navara,2006,2.5D,-,"6,400  €"
10559,Nissan,Qashqai,2017,1.5D,216 tūkst.,"13,903  €"
10560,Nissan,Qashqai,2019,1.3,38 tūkst.,"20,000  €"
10561,Nissan,Micra,1998,1.0,195 tūkst.,"1,100  € maiņai"
10562,Nissan,NV200,2013,1.5D,243 tūkst.,"4,500  €"
10563,Nissan,Pulsar,2016,1.2,102 tūkst.,"11,500  €"
10564,Nissan,Pathfinder,2006,2.5D,356 tūkst.,"2,800  €"
10565,Nissan,Almera Tino,2003,2.2D,182 tūkst.,"2,750  €"
10566,Nissan,Micra,2018,1.0,105 tūkst.,"10,500  €"
10567,Nissan,Primera,2005,2.2D,253 tūkst.,"1,090  €"
10568,Nissan,Citi,2016,2.3D,436 tūkst.,"10,000  €"
10569,Nissan,Micra,2010,1.5D,236 tūkst.,"3,900  €"
10570,Nissan,Murano,2006,3.5,228 tūkst.,"2,300  €"
10571,Nissan,Micra,1998,1.0,195 tūkst.,"1,100  € maiņai"
10572,Nissan,Pulsar,2017,1.2,157 tūkst.,"7,970  €"
10573,Nissan,Tiida,2008,1.5D,-,"2,990  €"
10574,Nissan,NV200,2018,1.5D,115 tūkst.,"11,900  €"
10575,Nissan,Terrano II,2002,2.7D,225 tūkst.,"2,500  €"
10576,Nissan,Pathfinder,2008,2.5D,-,"7,950  €"
10577,Nissan,NV200,2014,1.5D,190 tūkst.,"6,300  €"
10578,Nissan,Pathfinder,2005,2.5D,-,"4,600  €"
10579,Opel,Vectra,2004,1.9D,-,"1,200  €"
10580,Opel,Astra,2016,1.6D,200 tūkst.,"6,300  €"
10581,Opel,Astra,2015,1.6D,-,"5,200  €"
10582,Opel,Antara,2008,2.0D,-,"4,990  €"
10583,Opel,Meriva,2005,1.6,-,990  €
10584,Opel,Meriva,2005,1.7D,-,990  €
10585,Opel,Insignia,2018,1.6D,82 tūkst.,"16,600  €"
10586,Opel,Astra,2019,1.4,50 tūkst.,"13,000  €"
10587,Opel,Astra,2012,1.7D,219 tūkst.,"5,500  €"
10588,Opel,Vivaro,2008,2.5D,217 tūkst.,"5,100  €"
10589,Opel,Zafira,2004,2.2D,370 tūkst.,399  €
10590,Opel,Astra,2010,1.7D,-,"5,100  €"
10591,Opel,Astra,2015,1.6D,234 tūkst.,"6,299  €"
10592,Opel,Corsa,2009,1.2,272 tūkst.,"1,990  €"
10593,Opel,Astra,2010,1.7D,381 tūkst.,"3,350  €"
10594,Opel,Insignia,2011,2.0D,251 tūkst.,"5,450  €"
10595,Opel,Insignia,2010,2.0D,292 tūkst.,"5,450  €"
10596,Opel,Zafira,2012,2.0D,206 tūkst.,"6,750  €"
10597,Opel,Arena,2005,1.7D,285 tūkst.,"1,300  €"
10598,Opel,Zafira,2006,1.9D,257 tūkst.,"1,500  €"
10599,Opel,Movano,2008,2.5D,410 tūkst.,"4,350  €"
10600,Opel,Insignia,2011,2.0D,320 tūkst.,"5,500  €"
10601,Opel,Insignia,2019,2.0D,131 tūkst.,"18,900  €"
10602,Opel,Combo,2023,1.5D,12,"19,500  €"
10603,Opel,Astra,2018,1.6D,87 tūkst.,"12,900  €"
10604,Opel,Mokka,2022,1.2,38 tūkst.,"22,900  €"
10605,Opel,Mokka,2022,1.2,34 tūkst.,"22,290  €"
10606,Opel,Insignia,2019,1.6,120 tūkst.,"19,900  €"
10607,Opel,Astra,2023,1.6H,1,"36,500  €"
10608,Opel,Zafira,2014,1.6D,-,"7,490  €"
10609,Opel,Astra,2011,1.4,332 tūkst.,"2,300  €"
10610,Opel,Signum,2006,3.0D,341 tūkst.,"1,700  €"
10611,Opel,Astra,2004,1.6,268 tūkst.,"1,699  €"
10612,Opel,Astra,2006,1.6,250 tūkst.,"1,600  €"
10613,Opel,Insignia,2012,2.0D,-,"4,290  €"
10614,Opel,Insignia,2013,2.0D,186 tūkst.,"7,900  €"
10615,Opel,Astra,2017,1.6D,233 tūkst.,"8,500  €"
10616,Opel,Astra,2018,1.6D,161 tūkst.,"12,300  €"
10617,Opel,Zafira,2012,2.0D,194 tūkst.,"7,650  €"
10618,Opel,Meriva,2011,1.3D,182 tūkst.,"4,999  €"
10619,Opel,Antara,2013,2.2D,146 tūkst.,"7,650  €"
10620,Opel,Mokka,2015,1.4,218 tūkst.,"7,990  €"
10621,Opel,Insignia,2011,2.0D,310 tūkst.,"3,900  €"
10622,Opel,Signum,2003,2.2D,259 tūkst.,"1,400  €"
10623,Opel,Vivaro,2003,1.9D,295 tūkst.,"3,300  €"
10624,Opel,Zafira,2012,2.0D,184 tūkst.,"8,550  €"
10625,Opel,Mokka,2015,1.6D,-,"10,750  €"
10626,Opel,Insignia,2016,1.6D,-,"6,900  €"
10627,Opel,Astra,2017,1.6D,199 tūkst.,"7,500  €"
10628,Opel,Insignia,2011,2.0D,-,"6,290  €"
10629,Opel,Zafira,2012,2.0D,231 tūkst.,"5,750  €"
10630,Opel,Corsa,2007,1.3D,245 tūkst.,"1,450  €"
10631,Opel,Meriva,2012,1.7D,-,"5,990  €"
10632,Opel,Zafira,2008,1.9D,-,"2,450  €"
10633,Opel,Meriva,2008,1.7D,272 tūkst.,"2,800  €"
10634,Opel,Signum,2004,3.0D,285 tūkst.,870  €
10635,Opel,Mokka,2014,1.7D,231 tūkst.,"9,590  €"
10636,Opel,Meriva,2011,1.7D,-,"4,200  € maiņai"
10637,Opel,Astra,2010,1.7D,-,"1,900  € maiņai"
10638,Opel,Combo,2012,1.3D,175 tūkst.,"4,390  €"
10639,Opel,Grandland X,2021,1.1,39 tūkst.,"27,000  €"
10640,Opel,Astra,2011,2.0D,243 tūkst.,"3,600  €"
10641,Opel,ML270,2003,2.7D,340 tūkst.,"2,900  € maiņai"
10642,Opel,Insignia,2012,1.6,374 tūkst.,"4,990  €"
10643,Opel,Zafira,2007,1.9D,299 tūkst.,"4,290  €"
10644,Opel,Vectra,2003,2.2D,273 tūkst.,"1,290  €"
10645,Opel,Vivaro,2005,2.0D,316 tūkst.,"5,490  €"
10646,Opel,Insignia,2009,2.0D,471 tūkst.,"5,290  €"
10647,Opel,Astra,2013,2.0D,221 tūkst.,"5,590  €"
10648,Opel,Astra,2009,1.8,218 tūkst.,"3,390  €"
10649,Opel,Astra,2018,1.6D,184 tūkst.,"8,290  €"
10650,Opel,Meriva,2010,1.4,-,"4,500  €"
10651,Opel,Vectra,2007,1.9D,204 tūkst.,"3,300  €"
10652,Opel,Insignia,2014,2.0D,131 tūkst.,"9,350  €"
10653,Opel,Insignia,2014,2.0D,173 tūkst.,"7,900  €"
10654,Opel,Zafira,2006,1.9D,256 tūkst.,"2,550  €"
10655,Opel,Astra,2012,1.7D,135 tūkst.,"5,500  €"
10656,Opel,Insignia,2015,2.0D,229 tūkst.,"8,000  €"
10657,Opel,Vivaro,2006,1.9D,303 tūkst.,"4,200  €"
10658,Opel,Insignia,2009,2.0D,249 tūkst.,"4,550  €"
10659,Opel,Astra,2011,1.7D,-,"4,990  €"
10660,Opel,Insignia,2018,1.6D,216 tūkst.,"12,200  €"
10661,Opel,Omega,2004,2.2D,330 tūkst.,"1,700  €"
10662,Opel,Vivaro,2011,2.0D,-,"6,100  €"
10663,Opel,Meriva,2011,1.4,185 tūkst.,"4,900  €"
10664,Opel,Vivaro,2002,1.9D,392 tūkst.,"3,500  €"
10665,Opel,Astra,2011,1.3D,-,"4,400  €"
10666,Opel,Corsa,2008,1.3D,196 tūkst.,"3,200  €"
10667,Opel,Zafira,2011,1.7D,216 tūkst.,"5,100  €"
10668,Opel,Corsa,2011,1.3D,131 tūkst.,"4,950  €"
10669,Opel,Zafira,2013,2.0D,284 tūkst.,"7,900  €"
10670,Opel,Corsa,2004,1.0,-,"1,400  €"
10671,Opel,Vivaro,2016,1.6D,216 tūkst.,"17,850  € maiņai"
10672,Opel,Corsa,2021,E,121 tūkst.,"13,700  €"
10673,Opel,Agila,2000,1.0,-,"1,200  €"
10674,Opel,Corsa,2001,1.2,-,"1,200  €"
10675,Opel,Vivaro,2001,1.9D,-,"3,100  €"
10676,Opel,Astra,2005,1.7D,203 tūkst.,"2,450  €"
10677,Opel,Astra,2016,1.6D,-,"8,450  €"
10678,Opel,Insignia,2017,2.0D,190 tūkst.,"13,590  €"
10679,Opel,Astra,2011,1.3D,172 tūkst.,"4,499  €"
10680,Opel,Zafira,2005,1.9D,-,"3,450  €"
10681,Opel,Mokka,2022,1.2,9 tūkst.,"21,990  €"
10682,Opel,Astra,2003,1.6,-,"2,990  €"
10683,Opel,Insignia,2018,2.0D,-,"12,990  €"
10684,Opel,Antara,2007,2.0D,-,"4,990  €"
10685,Opel,Astra,2016,1.6D,-,"7,750  €"
10686,Opel,Zafira,2010,1.7D,-,"3,950  €"
10687,Opel,Astra,2018,1.6D,69 tūkst.,"9,850  €"
10688,Opel,Meriva,2014,1.4,187 tūkst.,"5,950  €"
10689,Opel,Insignia,2011,2.0D,237 tūkst.,"4,999  €"
10690,Opel,Insignia,2011,2.0D,376 tūkst.,"3,350  €"
10691,Opel,Astra,2016,1.6D,171 tūkst.,"7,490  €"
10692,Opel,Astra,2016,1.6D,104 tūkst.,"8,390  €"
10693,Opel,Meriva,2015,1.6D,218 tūkst.,"6,990  €"
10694,Opel,Insignia,2014,2.0D,227 tūkst.,"9,990  €"
10695,Opel,Insignia,2011,2.0D,224 tūkst.,"6,450  €"
10696,Opel,Antara,2012,2.2D,-,"7,490  €"
10697,Opel,Mokka,2015,1.7D,-,"11,600  €"
10698,Opel,Mokka,2014,1.7D,-,"11,470  €"
10699,Opel,Combo,2013,1.3D,226 tūkst.,"3,250  €"
10700,Opel,Zafira,2012,2.0D,247 tūkst.,"6,990  €"
10701,Opel,Astra,2015,1.6D,276 tūkst.,"4,999  €"
10702,Opel,Insignia,2011,2.0D,-,"5,150  €"
10703,Opel,Zafira,2013,2.0D,250 tūkst.,"6,500  €"
10704,Opel,Zafira,-,-,-,pērku 
10705,Opel,Astra,-,-,-,pērku 
10706,Opel,Signum,2007,3.0D,288 tūkst.,"2,000  €"
10707,Opel,Astra,2011,1.7D,200 tūkst.,"4,990  €"
10708,Opel,Ascona,1984,1.6,140 tūkst.,"1,250  €"
10709,Opel,Astra,2019,1.6D,111 tūkst.,"9,990  €"
10710,Opel,Insignia,2013,2.0D,260 tūkst.,"8,200  €"
10711,Opel,Insignia,2018,1.6,-,"11,500  €"
10712,Opel,Meriva,2005,1.7D,282 tūkst.,"1,400  €"
10713,Opel,Zafira,2006,1.9D,316 tūkst.,"1,500  €"
10714,Opel,Insignia,2020,1.6D,101 tūkst.,"17,990  €"
10715,Opel,Insignia,2019,1.6D,97 tūkst.,"15,990  €"
10716,Opel,Zafira,-,-,-,pērku 
10717,Opel,Movano,2021,2.3D,57 tūkst.,"23,400  €"
10718,Opel,Vivaro,2008,2.0D,-,"3,900  €"
10719,Opel,Insignia,2019,2.0D,218 tūkst.,"14,450  €"
10720,Opel,Antara,2010,2.0D,240 tūkst.,"4,400  €"
10721,Opel,Meriva,2012,1.7D,131 tūkst.,"6,180  €"
10722,Opel,Astra,-,-,-,pērku 
10723,Opel,Insignia,-,-,-,pērku 
10724,Opel,Citi,-,-,-,pērku 
10725,Opel,Astra,1997,2.0,174 tūkst.,"1,200  €"
10726,Opel,Zafira,2007,1.9D,321 tūkst.,"3,000  €"
10727,Opel,Astra,2014,1.6D,254 tūkst.,"5,550  €"
10728,Opel,Astra,2001,1.8,130 tūkst.,"1,350  €"
10729,Opel,Astra,2000,1.8,377 tūkst.,"1,199  €"
10730,Opel,Astra,2004,1.7D,285 tūkst.,"1,600  €"
10731,Opel,Combo,2014,1.6D,367 tūkst.,"4,700  €"
