,Manufacturer,Model,Year,Motor Liters,Milage,Price
17967,Volvo,XC 90,2007,2.4D,-,"6,550  €"
17968,Volvo,V60,2016,2.0D,251 tūkst.,"14,900  €"
17969,Volvo,V60,2013,2.0D,292 tūkst.,"7,400  €"
17970,Volvo,V70,2007,2.4D,268 tūkst.,"3,290  €"
17971,Volvo,XC 90,2007,2.4D,351 tūkst.,"7,990  €"
17972,Volvo,V70,2007,2.4D,373 tūkst.,"3,690  €"
17973,Volvo,S60,2008,2.4D,295 tūkst.,"4,490  €"
17974,Volvo,S80,2007,2.4D,222 tūkst.,"5,490  €"
17975,Volvo,S60,2007,2.4D,538 tūkst.,"3,790  €"
17976,Volvo,V50,2005,2.0D,300 tūkst.,"2,350  €"
17977,Volvo,V70,2006,2.4D,410 tūkst.,"2,500  €"
17978,Volvo,S80,2004,2.4D,350 tūkst.,"2,750  €"
17979,Volvo,XC 90,2003,2.4D,351 tūkst.,"4,300  €"
17980,Volvo,V60,2010,2.0D,247 tūkst.,"6,999  €"
17981,Volvo,XC 90,2017,2.0D,270 tūkst.,"33,330  €"
17982,Volvo,XC 60,2016,2.0D,144 tūkst.,"19,650  €"
17983,Volvo,S80,2008,2.4D,273 tūkst.,"4,800  €"
17984,Volvo,XC 90,2007,2.4D,301 tūkst.,"5,990  €"
17985,Volvo,XC 60,2010,2.4D,220 tūkst.,"8,990  €"
17986,Volvo,S60,2015,1.6,100 tūkst.,"12,700  €"
17987,Volvo,XC 90,2004,2.4D,330 tūkst.,"2,600  €"
17988,Volvo,V90,2020,2.0D,110 tūkst.,"28,900  €"
17989,Volvo,V70,2007,2.4D,221 tūkst.,"3,900  €"
17990,Volvo,S80,2003,2.4D,325 tūkst.,"2,700  €"
17991,Volvo,V70,2015,2.0D,277 tūkst.,"7,950  € maiņai"
17992,Volvo,XC 60,2010,2.4D,-,"9,500  €"
17993,Volvo,XC 90,2004,2.4D,500 tūkst.,"2,400  €"
17994,Volvo,V50,2011,1.6D,267 tūkst.,"4,600  €"
17995,Volvo,S40,2006,2.0D,246 tūkst.,"3,300  €"
17996,Volvo,V70,2010,2.4D,396 tūkst.,"4,950  €"
17997,Volvo,S60,2002,2.4D,342 tūkst.,"2,000  €"
17998,Volvo,XC 90,2004,2.4D,382 tūkst.,"5,500  €"
17999,Volvo,XC 60,2014,2.4D,165 tūkst.,"19,600  €"
18000,Volvo,S60,2005,2.4D,252 tūkst.,"3,150  €"
18001,Volvo,C70,2007,2.4D,154 tūkst.,"5,550  €"
18002,Volvo,V70,2012,2.4D,-,"7,990  €"
18003,Volvo,S80,2010,2.0D,234 tūkst.,"8,900  €"
18004,Volvo,V70,2008,2.4D,292 tūkst.,"4,350  €"
18005,Volvo,XC 90,2005,2.4D,-,"4,290  €"
18006,Volvo,XC 60,2017,2.0D,254 tūkst.,"14,950  €"
18007,Volvo,C70,2007,2.4D,-,"7,490  €"
18008,Volvo,V50,2005,1.6D,-,"1,900  €"
18009,Volvo,XC 60,2022,2.0,8.9 tūkst.,"49,990  €"
18010,Volvo,S70,1998,2.5D,568 tūkst.,"1,390  €"
18011,Volvo,V50,2008,2.4D,228 tūkst.,"5,700  € maiņai"
18012,Volvo,V70,2007,2.4D,358 tūkst.,"3,200  €"
18013,Volvo,V50,2008,1.6D,257 tūkst.,"3,200  €"
18014,Volvo,XC 90,2019,2.0D,74 tūkst.,"43,900  €"
18015,Volvo,V70,2009,2.4D,281 tūkst.,"5,850  €"
18016,Volvo,V70,2012,2.4D,310 tūkst.,"8,750  € maiņai"
18017,Volvo,C70,2009,2.4D,-,"5,550  €"
18018,Volvo,XC 70,2009,2.4D,256 tūkst.,"7,499  €"
18019,Volvo,V40,2016,2.0D,108 tūkst.,"10,590  €"
18020,Volvo,V50,2007,1.6D,-,"4,500  €"
18021,Volvo,S40,2008,1.6D,270 tūkst.,"1,950  €"
18022,Volvo,S80,2012,2.0D,310 tūkst.,"7,390  €"
18023,Volvo,V60,2019,2.0D,73 tūkst.,"23,000  €"
18024,Volvo,S80,2009,2.4D,252 tūkst.,"6,999  €"
18025,Volvo,V70,2002,2.5,-,"2,100  €"
18026,Volvo,V70,2011,2.0D,-,"5,495  €"
18027,Volvo,V50,2004,2.0D,-,"2,490  €"
18028,Volvo,XC 90,2008,2.4D,-,"7,950  €"
18029,Volvo,S80,2009,2.4D,-,"4,999  €"
18030,Volvo,S60,2010,2.0D,-,"6,950  €"
18031,Volvo,V50,2004,2.0D,-,"1,990  €"
18032,Volvo,V70,2014,2.0D,289 tūkst.,"9,790  €"
18033,Volvo,V70,2008,2.4D,290 tūkst.,"6,490  €"
18034,Volvo,V70,2005,2.4D,334 tūkst.,"3,790  €"
18035,Volvo,XC 70,2011,2.0D,333 tūkst.,"10,800  €"
18036,Volvo,V60,2017,2.0D,138 tūkst.,"11,990  €"
18037,Volvo,V70,2007,2.4D,299 tūkst.,"2,899  €"
18038,Volvo,XC 90,2015,2.0D,200 tūkst.,"22,490  €"
18039,Volvo,V70,2005,2.4D,430 tūkst.,"1,480  €"
18040,Volvo,V70,-,-,-,pērku 
18041,Volvo,V40,2019,2.0D,203 tūkst.,"10,900  €"
18042,Volvo,XC 60,2012,2.0D,244 tūkst.,"10,900  €"
18043,Volvo,XC 60,2010,2.4D,281 tūkst.,"8,900  €"
18044,Volvo,V90,2018,2.0H,109 tūkst.,"29,900  €"
18045,Volvo,XC 70,2008,2.4D,351 tūkst.,"6,400  €"
18046,Volvo,V70,2013,1.6,241 tūkst.,"8,850  €"
18047,Volvo,S80,2004,2.4D,353 tūkst.,"1,180  €"
18048,Volvo,V60,2011,2.0D,325 tūkst.,"5,990  €"
18049,Volvo,V70,2007,2.4D,278 tūkst.,"3,400  €"
18050,Volvo,V60,2017,2.0D,201 tūkst.,"12,900  €"
18051,Volvo,V60,2012,2.4D,-,"7,190  €"
18052,Volvo,XC 70,2006,2.4D,-,"3,890  €"
18053,Volvo,XC 90,2015,2.0D,-,"19,800  €"
18054,Volvo,V70,-,-,-,pērku 
18055,Volvo,XC 90,-,-,-,pērku 
18056,Volvo,XC 70,2011,2.0D,-,"8,200  €"
18057,Volvo,V50,-,-,-,pērku 
18058,Volvo,XC 90,2003,2.4D,-,"4,390  €"
18059,Volvo,XC 90,2005,2.4D,337 tūkst.,"4,000  €"
18060,Volvo,S60,2007,2.4D,380 tūkst.,"3,250  €"
18061,Volvo,XC 60,2013,2.0D,-,"9,650  €"
18062,Volvo,V70,2008,2.4D,-,"3,990  €"
18063,Volvo,V60,2012,2.0D,-,"6,850  €"
18064,Volvo,XC 60,2013,2.4D,213 tūkst.,"15,900  €"
18065,Volvo,S80,2005,2.4D,382 tūkst.,"2,600  €"
18066,Volvo,V90,2017,2.0D,186 tūkst.,"21,000  €"
18067,Volvo,XC 90,2003,2.4D,345 tūkst.,"2,500  €"
18068,Volvo,S60,2012,1.6D,289 tūkst.,"6,400  €"
18069,Volvo,XC 90,2019,2.0D,176 tūkst.,"44,500  €"
18070,Volvo,V40,2016,2.0D,-,"11,990  €"
18071,Volvo,XC 90,2018,2.0D,-,"32,990  €"
18072,Volvo,S40,2012,1.6D,-,"4,750  €"
18073,Volvo,XC 60,2017,2.0D,192 tūkst.,"15,125  €"
18074,Volvo,S60,2012,1.6D,-,"8,490  €"
18075,Volvo,XC 90,2022,2.0,13 tūkst.,"51,990  €"
18076,Volvo,XC 60,2009,2.4D,-,"10,200  €"
18077,Volvo,XC 90,2007,2.4D,-,"8,400  €"
18078,Volvo,V70,2004,2.4D,-,"3,450  €"
18079,Volvo,S80,2010,2.0D,414 tūkst.,"5,400  €"
18080,Volvo,V50,2010,2.0D,356 tūkst.,"3,598  €"
18081,Volvo,V60,-,-,-,pērku 
18082,Volvo,V50,-,-,-,pērku 
18083,Volvo,S60,2006,2.4,172 tūkst.,"3,300  €"
18084,Volvo,V40,2005,1.8,348 tūkst.,500  €
18085,Volvo,XC 60,-,-,-,pērku 
18086,Volvo,XC 90,-,-,-,pērku 
18087,Volvo,V60,2021,2.0H,56 tūkst.,"35,200  €"
18088,Volvo,S60,2013,1.6D,249 tūkst.,"7,490  €"
18089,Volvo,V70,2014,1.6D,250 tūkst.,"7,490  €"
18090,Volvo,XC 60,2014,2.4D,194 tūkst.,"16,499  €"
18091,Volvo,XC 60,2013,2.0D,205 tūkst.,"13,390  €"
18092,Volvo,XC 90,2012,2.4D,-,"9,490  €"
18093,Volvo,XC 90,2020,2.0D,89 tūkst.,"45,900  €"
18094,Volvo,S80,2010,2.4D,-,"8,500  €"
18095,Volvo,XC 60,2013,2.0D,188 tūkst.,"13,990  €"
18096,Volvo,V70,2006,2.4D,-,"1,990  €"
18097,Volvo,XC 60,2017,2.4D,-,"21,500  €"
18098,Volvo,V70,2006,2.4D,376 tūkst.,"2,490  €"
18099,Volvo,XC 60,2013,2.4D,195 tūkst.,"15,790  €"
18100,Volvo,XC 60,2009,2.4D,228 tūkst.,"10,700  €"
18101,Volvo,S60,2015,2.0D,-,"15,000  €"
18102,Volvo,V70,2004,2.4D,280 tūkst.,"1,900  €"
18103,Volvo,C30,2012,2.0D,180 tūkst.,"5,490  €"
18104,Volvo,XC 60,2017,2.0D,192 tūkst.,"19,790  €"
18105,Volvo,V40,2002,1.9D,352 tūkst.,"1,250  €"
18106,Volvo,XC 60,2009,2.4D,284 tūkst.,"9,950  €"
18107,Volvo,V70,2008,2.4D,-,"3,670  €"
18108,Volvo,V60,2011,2.4D,277 tūkst.,"6,780  €"
18109,Volvo,XC 70,2012,2.4D,260 tūkst.,"10,700  €"
18110,Volvo,XC 90,-,-,-,pērku 
18111,Volvo,XC 60,-,-,-,pērku 
18112,Volvo,XC 90,2006,2.4D,379 tūkst.,"5,300  €"
18113,Volvo,XC 90,2016,2.0D,192 tūkst.,"23,490  €"
18114,Volvo,V50,-,-,-,pērku 
18115,Volvo,XC 70,2011,2.4D,-,"8,950  €"
18116,Volvo,XC 90,2007,2.4D,280 tūkst.,"6,990  €"
18117,Volvo,XC 60,2010,2.4D,248 tūkst.,"8,400  €"
18118,Volvo,S60,2006,2.4D,354 tūkst.,"2,800  €"
18119,Volvo,V70,2007,2.4D,365 tūkst.,"4,200  €"
18120,Volvo,V70,2005,2.4D,341 tūkst.,"1,690  €"
18121,Volvo,V40,2013,1.6D,-,"9,950  €"
18122,Volvo,XC 60,2009,2.4D,-,"10,500  €"
18123,Volvo,XC 60,2018,2.0D,216 tūkst.,"23,750  €"
18124,Volvo,V50,2006,2.0D,301 tūkst.,"1,690  €"
18125,Volvo,V70,2006,2.4D,340 tūkst.,"3,200  €"
18126,Volvo,V60,2022,2.0,17 tūkst.,"41,200  €"
18127,Volvo,XC 60,2020,2.0,59 tūkst.,"39,050  €"
18128,Volvo,S40,-,-,-,pērku 
18129,Volvo,V40,-,-,-,pērku 
18130,Volvo,S80,-,-,-,pērku 
18131,Volvo,XC 70,-,-,-,pērku 
18132,Volvo,XC 90,-,-,-,pērku 
18133,Volvo,V50,-,-,-,pērku 
18134,Volvo,V70,-,-,-,pērku 
18135,Volvo,XC 60,-,-,-,pērku 
18136,Volvo,S60,-,-,-,pērku 
18137,Volvo,S90,2018,2.0D,153 tūkst.,"23,200  €"
18138,Volvo,XC 60,2014,2.4D,171 tūkst.,"16,499  €"
18139,Volvo,XC 90,2016,2.0H,209 tūkst.,"30,000  €"
18140,Volvo,XC 90,2023,2.0D,11 tūkst.,"61,900  €"
18141,Volvo,S80,2007,2.4D,-,"3,990  €"
18142,Volvo,S80,2014,1.6D,-,"7,990  €"
18143,Volvo,S80,2006,2.4D,-,"3,990  €"
18144,Volvo,S60,2002,2.4,-,"1,490  €"
18145,Volvo,V70,2005,2.4D,-,"1,990  €"
18146,Volvo,XC 90,2012,2.4D,213 tūkst.,"14,100  €"
18147,Volvo,V90,2021,2.0,81 tūkst.,"29,990  €"
18148,Volvo,V60,2011,2.4D,242 tūkst.,"7,850  €"
18149,Volvo,S80,1999,2.4,296 tūkst.,950  €
18150,Volvo,XC 60,2010,2.4D,211 tūkst.,"10,990  €"
18151,Volvo,V70,2013,1.6D,-,"7,690  €"
18152,Volvo,XC 60,2015,2.0D,181 tūkst.,"16,950  €"
18153,Volvo,V70,-,-,-,pērku 
18154,Volvo,XC 60,2018,2.0D,234 tūkst.,"20,900  €"
18155,Volvo,XC 60,2010,2.4D,-,"6,990  €"
18156,Volvo,S70,1998,2.5D,202 tūkst.,"3,900  €"
18157,Volvo,S60,2005,2.4D,287 tūkst.,"2,400  €"
18158,Volvo,V90,2017,2.0D,167 tūkst.,"22,900  €"
18159,Volvo,V50,2008,2.0D,244 tūkst.,"3,400  €"
18160,Volvo,V70,2013,1.6D,-,"9,500  €"
18161,Volvo,XC 70,2007,2.4D,428 tūkst.,"4,990  €"
18162,Volvo,V70,2014,2.4D,163 tūkst.,"12,990  €"
18163,Volvo,V50,2004,2.0D,370 tūkst.,"2,390  €"
18164,Volvo,C30,2009,1.6D,320 tūkst.,"2,990  €"
18165,Volvo,V40,2015,2.0D,178 tūkst.,"9,990  €"
18166,Volvo,V60,2018,2.0D,261 tūkst.,"12,900  €"
18167,Volvo,XC 70,2008,2.4D,337 tūkst.,"6,000  €"
18168,Volvo,V60,2011,2.4D,287 tūkst.,"5,400  €"
18169,Volvo,V70,2003,2.4D,395 tūkst.,970  €
18170,Volvo,V70,2009,2.4D,232 tūkst.,"6,550  €"
18171,Volvo,V60,2011,2.0D,295 tūkst.,"6,200  €"
18172,Volvo,V70,2005,2.4D,-,"3,650  €"
18173,Volvo,S60,2013,2.5,121 tūkst.,"10,300  €"
18174,Volvo,V40,2012,1.6D,200 tūkst.,"7,100  €"
18175,Volvo,XC 60,2020,2.0D,170 tūkst.,"29,000  €"
18176,Volvo,V50,2005,2.0D,-,"2,800  €"
18177,Volvo,V70,2009,2.0D,-,"5,400  €"
18178,Volvo,V70,2003,2.4D,445 tūkst.,"1,250  €"
18179,Volvo,S80,2007,2.4D,320 tūkst.,"4,000  €"
18180,Volvo,XC 60,2012,2.0D,173 tūkst.,"11,400  €"
18181,Volvo,XC 60,2011,2.0D,-,"9,900  €"
18182,Volvo,V90,2017,2.0D,79 tūkst.,"21,900  €"
18183,Volvo,V50,2004,2.0D,267 tūkst.,"2,500  €"
18184,Volvo,S60,2005,2.4D,-,"2,800  € maiņai"
18185,Volvo,S60,2010,2.4D,236 tūkst.,"9,300  €"
18186,Volvo,V40,1988,1.8,252 tūkst.,850  €
18187,Volvo,V70,2015,1.6D,295 tūkst.,"7,900  € maiņai"
18188,Volvo,S80,2006,2.4D,250 tūkst.,"5,300  €"
18189,Volvo,V70,2010,2.0D,286 tūkst.,"5,700  €"
18190,Volvo,V60,2015,2.0D,188 tūkst.,"10,500  €"
18191,Volvo,XC 90,2007,2.4D,320 tūkst.,"5,950  €"
18192,Volvo,XC 60,2012,2.4D,228 tūkst.,"11,900  €"
18193,Volvo,C30,2007,1.6D,241 tūkst.,"3,495  €"
18194,Volvo,S80,2003,2.4,277 tūkst.,"1,495  €"
18195,Volvo,C30,2007,2.4D,283 tūkst.,"4,495  €"
18196,Volvo,V60,2020,2.0D,69 tūkst.,"22,900  €"
18197,Volvo,V70,2014,2.0D,284 tūkst.,"8,250  €"
18198,Volvo,XC 60,2018,2.0D,87 tūkst.,"36,900  €"
18199,Volvo,V40,2013,2.0D,322 tūkst.,"9,350  €"
18200,Volvo,V60,2015,2.0D,240 tūkst.,"11,100  €"
18201,Volvo,XC 90,2016,2.0D,160 tūkst.,"30,550  €"
18202,Volvo,XC 60,2015,2.4D,-,"15,750  €"
18203,Volvo,V50,2005,2.0D,-,"2,650  €"
18204,Volvo,XC 70,2006,2.4D,-,"4,499  €"
18205,Volvo,XC 60,2010,2.4D,276 tūkst.,"9,250  €"
18206,Volvo,V70,2006,2.4D,322 tūkst.,"4,200  €"
18207,Volvo,V70,2008,2.4D,367 tūkst.,"4,450  €"
18208,Volvo,V70,2012,2.4D,279 tūkst.,"7,850  €"
18209,Volvo,S80,2007,2.4D,267 tūkst.,"3,800  €"
18210,Volvo,V70,2007,2.4D,-,"5,450  €"
18211,Volvo,C30,2007,1.6D,239 tūkst.,"3,000  €"
18212,Volvo,XC 60,2019,2.0D,96 tūkst.,"33,990  €"
18213,Volvo,V70,2010,2.4D,267 tūkst.,"7,100  €"
18214,Volvo,XC 60,2013,2.4D,-,"13,990  €"
18215,Volvo,XC 90,2005,2.4D,-,"4,690  €"
18216,Volvo,V70,2009,2.4D,258 tūkst.,"5,900  €"
18217,Volvo,V60,2019,2.0D,118 tūkst.,"23,500  €"
18218,Volvo,XC 70,2013,2.4D,-,"13,800  €"
18219,Volvo,XC 90,2005,2.4D,-,"4,950  €"
18220,Volvo,V60,2015,2.4H,300 tūkst.,"12,990  €"
18221,Volvo,V70,2010,1.6D,-,"6,490  €"
18222,Volvo,V60,2013,2.0D,199 tūkst.,"9,590  €"
18223,Volvo,V70,2013,2.0,-,"8,500  € maiņai"
18224,Volvo,S40,2009,1.6D,211 tūkst.,"3,999  €"
18225,Volvo,S80,2014,2.0D,228 tūkst.,"12,000  €"
18226,Volvo,XC 60,2017,2.0D,206 tūkst.,"14,490  €"
18227,Volvo,XC 90,2019,2.0D,128 tūkst.,"43,990  €"
18228,Volvo,XC 90,2020,2.0,152 tūkst.,"42,990  €"
18229,Volvo,XC 90,2018,2.0,87 tūkst.,"36,990  €"
18230,Volvo,XC 40,2019,2.0D,138 tūkst.,"23,500  €"
18231,Volvo,V40,2014,2.0D,201 tūkst.,"9,900  €"
18232,Volvo,XC 60,2011,2.4D,291 tūkst.,"8,900  €"
18233,Volvo,S60,2022,2.0,20 tūkst.,"37,990  €"
18234,Volvo,S80,2008,2.4D,282 tūkst.,"3,990  €"
18235,Volvo,XC 60,2019,2.0D,98 tūkst.,"29,990  €"
18236,Volvo,V40,2014,1.6D,-,"9,200  €"
18237,Volvo,XC 60,2014,2.0D,280 tūkst.,"10,800  €"
18238,Volvo,V40,2016,2.0D,-,"10,800  €"
18239,Volvo,V70,2000,2.5D,370 tūkst.,750  €
18240,Volvo,XC 90,2005,2.4D,-,"5,690  €"
18241,Volvo,XC 90,2012,2.4D,-,"13,800  €"
18242,Volvo,V60,2014,2.0D,228 tūkst.,"9,350  €"
18243,Volvo,V70,2009,2.0D,314 tūkst.,"5,777  €"
18244,Volvo,V40,2017,1.5,96 tūkst.,"12,000  €"
18245,Volvo,S80,2002,2.4D,-,"1,850  €"
18246,Volvo,V60,2015,2.4H,-,"12,000  €"
18247,Volvo,V40,2017,2.0D,-,"13,290  € maiņai"
18248,Volvo,V40,2014,1.6D,-,"9,590  €"
18249,Volvo,V40,2003,1.9D,-,"2,800  €"
18250,Volvo,V60,2015,2.0D,246 tūkst.,"10,300  €"
18251,Volvo,XC 90,2006,2.4D,300 tūkst.,"5,700  €"
18252,Volvo,V60,2011,2.0D,188 tūkst.,"6,600  €"
18253,Volvo,S60,2008,2.4D,369 tūkst.,"1,495  €"
18254,Volvo,XC 90,2012,2.4D,308 tūkst.,"13,300  €"
18255,Volvo,XC 60,2015,2.0D,205 tūkst.,"16,900  €"
18256,Volvo,S60,2004,2.4,208 tūkst.,"2,000  €"
18257,Volvo,V70,2001,2.5D,325 tūkst.,"2,200  €"
18258,Volvo,V70,2005,2.4D,363 tūkst.,"2,950  €"
18259,Volvo,XC 40,2018,2.0D,90 tūkst.,"20,990  €"
18260,Volvo,XC 90,2017,2.0D,157 tūkst.,"35,400  €"
18261,Volvo,XC 70,2010,2.4D,199 tūkst.,"3,150  €"
18262,Volvo,V70,2003,2.4,300 tūkst.,"2,450  €"
18263,Volvo,XC 70,2001,2.4,324 tūkst.,"2,990  €"
18264,Volvo,XC 90,2005,2.4D,302 tūkst.,"4,430  €"
18265,Volvo,XC 60,2016,2.4D,261 tūkst.,"17,200  €"
18266,Volvo,V90,2019,2.0D,120 tūkst.,"23,900  €"
18267,Volvo,XC 70,2007,2.4D,435 tūkst.,"3,900  €"
18268,Volvo,V90,2018,2.0,-,"42,490  €"
18269,Volvo,V70,2009,2.4D,250 tūkst.,"6,000  €"
18270,Volvo,C30,2008,2.0D,-,"3,000  €"
18271,Volvo,C30,2008,1.6D,198 tūkst.,"2,950  €"
18272,Volvo,V70,2009,2.0D,207 tūkst.,"5,900  €"
18273,Volvo,V50,2005,1.6D,236 tūkst.,"2,650  €"
18274,Volvo,S60,2003,2.4D,480 tūkst.,"1,400  €"
18275,Volvo,XC 60,2017,2.0D,270 tūkst.,"14,700  €"
18276,Volvo,S60,2007,2.4D,-,"3,550  €"
18277,Volvo,V70,2002,2.4D,301 tūkst.,pērku 
18278,Volvo,XC 90,2016,2.0D,230 tūkst.,"22,900  €"
18279,Volvo,V70,2015,2.0D,237 tūkst.,"10,890  €"
18280,Volvo,XC 60,2009,2.4D,266 tūkst.,"8,700  €"
18281,Volvo,V60,2011,2.4D,285 tūkst.,"7,900  €"
18282,Volvo,XC 60,2009,2.4D,257 tūkst.,"8,600  €"
18283,Volvo,V70,2009,2.4D,418 tūkst.,"3,595  €"
18284,Volvo,XC 90,2014,2.4D,239 tūkst.,"13,800  €"
18285,Volvo,S80,2014,2.0D,262 tūkst.,"8,300  €"
18286,Volvo,V50,2008,2.0D,226 tūkst.,"2,800  €"
18287,Volvo,XC 60,2015,2.4D,-,"21,900  €"
18288,Volvo,C70,2011,2.0D,-,"10,800  €"
18289,Volvo,XC 60,2015,2.4D,-,"19,900  €"
18290,Volvo,XC 60,2016,2.0D,-,"21,300  €"
18291,Volvo,XC 60,2015,2.4D,-,"19,800  €"
18292,Volvo,XC 60,2021,2.0D,-,"32,900  €"
18293,Volvo,XC 60,2012,2.4D,-,"12,500  €"
18294,Volvo,XC 60,2015,2.4D,-,"18,500  €"
18295,Volvo,V60,2019,2.0D,-,"18,990  €"
18296,Volvo,XC 60,2019,2.0D,166 tūkst.,"27,990  €"
18297,Volvo,V60,2011,2.0D,181 tūkst.,"9,800  €"
18298,Volvo,S60,2001,2.4D,-,"1,900  €"
18299,Volvo,V60,2014,2.0D,210 tūkst.,"9,350  €"
18300,Volvo,XC 70,2006,2.4D,366 tūkst.,"4,350  €"
18301,Volvo,V70,2005,2.4D,288 tūkst.,"2,250  €"
18302,Volvo,C30,2008,2.0D,283 tūkst.,"3,450  €"
18303,Volvo,XC 60,2013,2.4D,235 tūkst.,"14,650  €"
18304,Volvo,V90,2017,2.0D,208 tūkst.,"20,000  €"
18305,Volvo,V70,2013,1.6D,-,"6,700  €"
18306,Volvo,XC 60,2011,2.0D,401 tūkst.,"9,848  €"
18307,Volvo,XC 70,2013,2.4D,255 tūkst.,"15,200  €"
18308,Volvo,V50,2009,1.6D,450 tūkst.,"2,850  €"
18309,Volvo,V70,2006,2.4D,360 tūkst.,"2,350  €"
18310,Volvo,V40,2014,2.0D,230 tūkst.,"11,300  €"
18311,Volvo,XC 70,2015,2.4D,162 tūkst.,"18,000  €"
18312,Volvo,V70,2007,2.4D,-,"4,250  €"
18313,Volvo,S80,2007,2.4D,368 tūkst.,"4,400  €"
18314,Volvo,XC 90,2012,2.4D,-,"12,000  €"
18315,Volvo,XC 70,2005,2.4D,423 tūkst.,"3,950  €"
18316,Volvo,C30,2009,1.6D,181 tūkst.,"4,200  €"
18317,Volvo,S60,2006,2.4D,-,"3,500  €"
18318,Volvo,XC 60,2009,2.4D,243 tūkst.,"9,500  €"
18319,Volvo,C30,2010,1.6D,185 tūkst.,"5,250  €"
18320,Volvo,V70,-,-,-,pērku 
18321,Volvo,V90,-,-,-,pērku 
18322,Volvo,V60,2011,2.0D,319 tūkst.,"6,950  €"
18323,Volvo,V40,2017,2.0D,155 tūkst.,"11,950  €"
18324,Volvo,V40,2014,1.6D,116 tūkst.,"9,950  €"
18325,Volvo,V70,2014,2.0D,250 tūkst.,"8,600  €"
18326,Volvo,S40,2009,2.0D,262 tūkst.,"4,100  €"
18327,Volvo,V70,2005,2.4D,328 tūkst.,"3,800  €"
18328,Volvo,V50,2009,1.6D,-,"4,600  €"
18329,Volvo,S60,2013,2.4D,223 tūkst.,"10,500  €"
18330,Volvo,V70,2012,2.0D,239 tūkst.,"7,700  €"
18331,Volvo,V70,2008,2.4D,231 tūkst.,"4,300  €"
18332,Volvo,XC 70,2008,2.4D,302 tūkst.,"7,000  €"
18333,Volvo,V60,2013,2.4H,160 tūkst.,"14,500  €"
18334,Volvo,V70,1999,2.4,310 tūkst.,"1,000  €"
18335,Volvo,XC 60,2019,2.0D,124 tūkst.,"29,900  €"
18336,Volvo,XC 90,2007,2.4D,338 tūkst.,"6,495  €"
18337,Volvo,V40,2001,1.9D,406 tūkst.,890  €
18338,Volvo,V70,2005,2.4D,336 tūkst.,"2,750  €"
18339,Volvo,S70,1998,2.5D,379 tūkst.,"1,595  €"
18340,Volvo,XC 90,2006,2.4D,340 tūkst.,"5,995  €"
18341,Volvo,XC 90,2007,2.4D,265 tūkst.,"5,495  €"
18342,Volvo,V70,2005,2.4D,290 tūkst.,"3,600  €"
18343,Volvo,XC 70,2007,2.4D,324 tūkst.,"4,200  €"
18344,Volvo,V70,2001,2.4D,304 tūkst.,"2,560  €"
18345,Volvo,XC 90,2007,2.4D,-,"7,500  €"
18346,Volvo,XC 60,2008,2.4D,300 tūkst.,"9,700  €"
18347,Volvo,XC 90,2006,2.4D,318 tūkst.,"5,000  €"
18348,Volvo,V70,2009,2.0D,344 tūkst.,"4,000  €"
18349,Volvo,XC 70,2014,2.4D,360 tūkst.,"9,350  €"
18350,Volvo,XC 60,2014,2.4D,214 tūkst.,"17,800  €"
18351,Volvo,V70,2012,2.0D,-,"8,850  €"
18352,Volvo,V70,2014,2.0D,-,"11,950  €"
18353,Volvo,V60,2015,2.0D,191 tūkst.,"8,470  €"
18354,Volvo,XC 90,2003,2.4D,-,"3,750  €"
18355,Volvo,V60,2011,2.0D,159 tūkst.,"7,900  €"
18356,Volvo,XC 70,2012,2.4D,272 tūkst.,"12,900  €"
18357,Volvo,V70,2010,2.0D,354 tūkst.,"6,250  €"
18358,Volvo,V50,2008,2.0D,297 tūkst.,"3,350  €"
18359,Volvo,XC 90,2003,2.9,264 tūkst.,"4,100  €"
18360,Volvo,V60,2016,2.0D,-,"8,590  €"
18361,Volvo,S80,2000,2.5D,350 tūkst.,"1,000  €"
18362,Volvo,S60,2008,2.4D,345 tūkst.,"4,300  €"
18363,Volvo,XC 70,2005,2.4D,361 tūkst.,"4,450  €"
18364,Volvo,V60,2014,2.0D,226 tūkst.,"8,600  €"
18365,Volvo,V90,2017,2.0D,520 tūkst.,"11,800  €"
18366,Volvo,XC 90,2009,2.4D,308 tūkst.,"7,500  €"
18367,Volvo,V60,2011,2.0D,-,"5,790  €"
18368,Volvo,S60,2004,2.5,210 tūkst.,"8,900  €"
18369,Volvo,XC 90,2020,2.0H,50 tūkst.,"49,900  €"
18370,Volvo,XC 60,2011,2.4D,27 tūkst.,"10,500  €"
18371,Volvo,V60,2016,2.0D,-,"11,600  €"
18372,Volvo,V40,2016,2.0D,227 tūkst.,"11,600  €"
18373,Volvo,S40,2008,1.6D,283 tūkst.,"2,600  €"
18374,Volvo,V90,2017,2.0D,335 tūkst.,"14,990  €"
18375,Volvo,XC 90,2012,2.4D,275 tūkst.,"12,700  €"
18376,Volvo,S60,2004,2.4D,376 tūkst.,"2,500  €"
18377,Volvo,V70,2005,2.4D,350 tūkst.,"2,500  €"
18378,Volvo,XC 60,2009,2.4D,270 tūkst.,"9,350  €"
18379,Volvo,XC 60,2010,2.4D,-,"9,300  €"
18380,Volvo,V60,2015,2.4H,315 tūkst.,"14,300  €"
18381,Volvo,V60,2016,2.4D,299 tūkst.,"11,900  €"
18382,Volvo,XC 90,2012,3.2,267 tūkst.,"9,300  €"
