,Region,Area,Nr of rooms,m2,Floor,House type,Price
5798,Daugavpils un rajons,Daugavpils,2,42,5/5,Hrušč.,"8,900  €"
5799,Daugavpils un rajons,Ilūkste,2,41,1/3,Specpr.,"12,500  €"
5800,Daugavpils un rajons,Daugavpils,3,60,4/5,467.,"70,000  €"
5801,Daugavpils un rajons,Daugavpils,1,17,1/5,M. ģim.,maiņai
5802,Daugavpils un rajons,Daugavpils,1,34,5/5,103.,140  €/mēn.
5803,Daugavpils un rajons,Daugavpils,1,35,3/4,Hrušč.,23  €/dienā
5804,Daugavpils un rajons,Daugavpils,2,52,3/5,Specpr.,"35,000  €"
5805,Daugavpils un rajons,Daugavpils,2,42,1/5,Hrušč.,"19,500  €"
5806,Daugavpils un rajons,Daugavpils,1,30,1/5,467.,160  €/mēn.
5807,Daugavpils un rajons,Daugavpils,1,27,4/5,Hrušč.,120  €/mēn.
5808,Daugavpils un rajons,Višķu pag.,1,29,2/3,Specpr.,"4,000  €"
5809,Daugavpils un rajons,Daugavpils,2,37,1/5,Hrušč.,"14,000  €"
5810,Daugavpils un rajons,Naujenes pag.,2,47,3/5,103.,90  €/mēn.
5811,Daugavpils un rajons,Daugavpils,2,54,2/5,103.,140  €/mēn.
5812,Daugavpils un rajons,Daugavpils,2,65,3/3,P. kara,"49,000  €"
5813,Daugavpils un rajons,Daugavpils,2,40,5/5,467.,"14,500  €"
5814,Daugavpils un rajons,Daugavpils,4,75,1/1,Priv. m.,"59,000  €"
5815,Daugavpils un rajons,Daugavpils,1,25,2/3,Renov.,25  €/dienā
5816,Daugavpils un rajons,Daugavpils,2,53,4/5,103.,"31,500  €"
5817,Daugavpils un rajons,Daugavpils,2,39,5/5,Hrušč.,35  €/dienā
5818,Daugavpils un rajons,Daugavpils,2,43,2/5,Hrušč.,"13,700  €"
5819,Daugavpils un rajons,Daugavpils,3,37,2/5,467.,"12,000  €"
5820,Daugavpils un rajons,Daugavpils,2,46,3/5,103.,"25,000  €"
5821,Daugavpils un rajons,Daugavpils,1,35,5/5,103.,"13,500  €"
5822,Daugavpils un rajons,Daugavpils,3,89,8/9,Specpr.,"62,000  €"
5823,Daugavpils un rajons,Daugavpils,1,-,-,-,vēlos īret 
5824,Daugavpils un rajons,Daugavpils,1,39,2/9,Specpr.,maiņai
5825,Daugavpils un rajons,Daugavpils,2,42,4/5,Hrušč.,"21,000  €"
5826,Daugavpils un rajons,Daugavpils,1,30,1/5,Hrušč.,35  €/dienā
5827,Daugavpils un rajons,Daugavpils,1,40,2/5,103.,70  €/mēn.
5828,Daugavpils un rajons,Daugavpils,2,55,5/5,103.,250  €/mēn.
5829,Daugavpils un rajons,Daugavpils,2,37,4/5,M. ģim.,"10,500  €"
5830,Daugavpils un rajons,Daugavpils,2,56,2/2,Staļina,280  €/mēn.
5831,Daugavpils un rajons,Daugavpils,3,76,1/9,Specpr.,"43,500  €"
5832,Daugavpils un rajons,Daugavpils,1,35,1/3,Staļina,550  €/mēn.
5833,Daugavpils un rajons,Daugavpils,1,30,3,-,vēlos īret 
5834,Daugavpils un rajons,Daugavpils,3,80,2/5,103.,"75,000  €"
5835,Daugavpils un rajons,Daugavpils,2,36,1/5,467.,"19,000  €"
5836,Daugavpils un rajons,Līksnas pag.,1,36,1/3,Hrušč.,140  €/mēn.
5837,Daugavpils un rajons,Daugavpils,2,45,1/5,Hrušč.,35  €/dienā
5838,Daugavpils un rajons,Daugavpils,3,74,5/5,Specpr.,250  €/mēn.
5839,Daugavpils un rajons,Daugavpils,1,35,-,-,pērku 
5840,Daugavpils un rajons,Skrudalienas pag.,2,40,3/3,Specpr.,"6,000  €"
5841,Daugavpils un rajons,Daugavpils,2,42,5/5,Hrušč.,25  €/dienā
5842,Daugavpils un rajons,Daugavpils,1,12,4/4,M. ģim.,80  €/mēn.
5843,Daugavpils un rajons,Daugavpils,4,73,3/5,103.,"49,500  €"
5844,Daugavpils un rajons,Daugavpils,1,32,4/9,Specpr.,"13,500  €"
5845,Daugavpils un rajons,Daugavpils,2,45,1/5,467.,"13,500  €"
5846,Daugavpils un rajons,Daugavpils,2,39,2/5,103.,"20,000  €"
5847,Daugavpils un rajons,Daugavpils,1,34,5/5,Hrušč.,"17,000  €"
5848,Daugavpils un rajons,Daugavpils,2,54,1/3,P. kara,360  €/mēn.
5849,Daugavpils un rajons,Daugavpils,1,32,2/2,Specpr.,30  €/dienā
5850,Daugavpils un rajons,Daugavpils,2,46,3/5,LT proj.,"18,500  €"
5851,Daugavpils un rajons,Daugavpils,2,51,5/5,Specpr.,"24,500  €"
5852,Daugavpils un rajons,Daugavpils,2,42,3/4,Specpr.,"43,000  €"
5853,Daugavpils un rajons,Daugavpils,2,42,3/4,Specpr.,310  €/mēn.
5854,Daugavpils un rajons,Daugavpils,2,54,5/5,119.,"15,000  €"
5855,Daugavpils un rajons,Daugavpils,2,45,3/5,Hrušč.,35  €/dienā
5856,Daugavpils un rajons,Daugavpils,1,32,2/2,Staļina,30  €/dienā
5857,Daugavpils un rajons,Daugavpils,2,56,1/3,P. kara,"38,900  €"
5858,Daugavpils un rajons,Daugavpils,1,38,2/5,Hrušč.,100  €/mēn.
5859,Daugavpils un rajons,Daugavpils,1,51,2/3,P. kara,45  €/dienā
5860,Daugavpils un rajons,Daugavpils,5,226,1/2,Staļina,"165,000  €"
5861,Daugavpils un rajons,Daugavpils,2,42,3/5,Hrušč.,"16,390  €"
5862,Daugavpils un rajons,Daugavpils,2,42,1/5,Hrušč.,"29,000  €"
5863,Daugavpils un rajons,Daugavpils,1,30,2/3,Specpr.,"11,200  €"
5864,Daugavpils un rajons,Daugavpils,2,52,5/5,103.,"17,800  €"
5865,Daugavpils un rajons,Daugavpils,4,70,3/5,Specpr.,"24,800  €"
5866,Daugavpils un rajons,Daugavpils,3,54,4/5,Hrušč.,120  €/mēn.
5867,Daugavpils un rajons,Daugavpils,3,70,3/3,P. kara,"50,000  €"
5868,Daugavpils un rajons,Daugavpils,2,45,1/5,Hrušč.,"9,500  €"
5869,Daugavpils un rajons,Daugavpils,2,-,-,-,vēlos īret 
5870,Daugavpils un rajons,Daugavpils,3,55,1/5,Specpr.,"27,000  €"
5871,Daugavpils un rajons,Daugavpils,2,53,3/3,P. kara,330  €/mēn.
5872,Daugavpils un rajons,Daugavpils,2,62,2/5,Hrušč.,"17,500  €"
5873,Daugavpils un rajons,Daugavpils,3,61,6/9,119.,"35,000  €"
5874,Daugavpils un rajons,Daugavpils,2,40,4/5,Hrušč.,"17,000  €"
5875,Daugavpils un rajons,Daugavpils,2,47,4/5,103.,"31,000  €"
5876,Daugavpils un rajons,Daugavpils,2,45,2/3,Specpr.,190  €/mēn.
5877,Daugavpils un rajons,Daugavpils,1,30,3/5,Hrušč.,30  €/dienā
5878,Daugavpils un rajons,Daugavpils,1,-,-,-,vēlos īret 
5879,Daugavpils un rajons,Daugavpils,2,54,2/3,P. kara,80  €/dienā
5880,Daugavpils un rajons,Naujenes pag.,2,44,4/5,103.,"10,500  €"
5881,Daugavpils un rajons,Naujenes pag.,1,32,1/5,Specpr.,"6,700  €"
5882,Daugavpils un rajons,Daugavpils,1,29,4/5,Hrušč.,25  €/dienā
5883,Daugavpils un rajons,Daugavpils,3,50,2/2,Specpr.,"17,500  €"
5884,Daugavpils un rajons,Daugavpils,2,51,1/2,Specpr.,"15,800  €"
5885,Daugavpils un rajons,Daugavpils,1,70,1/3,Specpr.,420  €/mēn.
5886,Daugavpils un rajons,Daugavpils,1,36,4/5,Specpr.,100  €/mēn.
5887,Daugavpils un rajons,Naujenes pag.,2,39,5/5,467.,"8,000  €"
5888,Daugavpils un rajons,Daugavpils,2,-,-,-,vēlos īret 
5889,Daugavpils un rajons,Daugavpils,1,30,4/5,467.,150  €/mēn.
5890,Daugavpils un rajons,Daugavpils,1,30,1/1,Priv. m.,"5,500  €"
5891,Daugavpils un rajons,Višķu pag.,3,60,2/3,Specpr.,"9,000  €"
5892,Daugavpils un rajons,Maļinovas pag.,4,85,3/3,103.,"28,000  €"
5893,Daugavpils un rajons,Daugavpils,6,153,5/6,Specpr.,"153,000  €"
5894,Daugavpils un rajons,Daugavpils,2,43,3/4,Staļina,29  €/dienā
5895,Daugavpils un rajons,Daugavpils,1,35,4/5,Hrušč.,25  €/dienā
5896,Daugavpils un rajons,Daugavpils,2,42,1/5,LT proj.,25  €/dienā
5897,Daugavpils un rajons,Daugavpils,1,36,3/5,LT proj.,330  €/mēn.
5898,Daugavpils un rajons,Daugavpils,1,36,2/5,467.,25  €/dienā
5899,Daugavpils un rajons,Daugavpils,1,35,1/2,Specpr.,55  €/dienā
5900,Daugavpils un rajons,Daugavpils,3,60,3/3,Staļina,170  €/mēn.
5901,Daugavpils un rajons,Daugavpils,3,60,3/3,Staļina,170  €/mēn.
5902,Daugavpils un rajons,Daugavpils,2,48,3/5,103.,"37,500  €"
5903,Daugavpils un rajons,Daugavpils,1,37,5/5,LT proj.,130  €/mēn.
5904,Daugavpils un rajons,Skrudalienas pag.,4,74,3/3,Specpr.,"21,750  €"
5905,Daugavpils un rajons,Daugavpils,2,41,3/5,Hrušč.,"15,500  €"
5906,Daugavpils un rajons,Daugavpils,2,46,5/5,Specpr.,"13,500  €"
5907,Daugavpils un rajons,Daugavpils,2,48,1/3,Staļina,150  €/mēn.
5908,Daugavpils un rajons,Daugavpils,1,26,3/5,602.,15  €/dienā
5909,Daugavpils un rajons,Naujenes pag.,3,64,1/2,Specpr.,"12,888  €"
5910,Daugavpils un rajons,Daugavpils,2,50,2/5,103.,"20,000  €"
5911,Daugavpils un rajons,Daugavpils,2,48,2/2,P. kara,"13,500  €"
5912,Daugavpils un rajons,Daugavpils,2,40,5/5,467.,"9,950  €"
5913,Daugavpils un rajons,Daugavpils,3,60,5/5,467.,"25,000  €"
5914,Daugavpils un rajons,Naujenes pag.,2,47,2/5,Specpr.,"15,000  €"
5915,Daugavpils un rajons,Daugavpils,2,39,4/5,Hrušč.,30  €/dienā
5916,Daugavpils un rajons,Daugavpils,1,32,2/5,103.,"9,500  €"
5917,Daugavpils un rajons,Daugavpils,2,56,5/5,103.,"20,500  €"
5918,Daugavpils un rajons,Daugavpils,2,47,3/5,467.,"30,000  €"
5919,Daugavpils un rajons,Daugavpils,3,66,1/5,103.,"42,000  €"
5920,Daugavpils un rajons,Daugavpils,3,60,1/1,Specpr.,30  €/dienā
5921,Daugavpils un rajons,Daugavpils,2,47,3/5,467.,30  €/dienā
5922,Daugavpils un rajons,Daugavpils,1,34,4/5,LT proj.,25  €/dienā
5923,Daugavpils un rajons,Daugavpils,1,25,1/3,Specpr.,150  €/mēn.
5924,Daugavpils un rajons,Daugavpils,2,48,1/2,Staļina,160  €/mēn.
5925,Daugavpils un rajons,Daugavpils,3,57,4/5,Hrušč.,"33,000  €"
5926,Daugavpils un rajons,Sventes pag.,2,-,-,-,pērku 
5927,Daugavpils un rajons,Daugavpils,2,37,5/5,467.,200  €/mēn.
5928,Daugavpils un rajons,Daugavpils,4,73,2/9,602.,"45,000  €"
5929,Daugavpils un rajons,Daugavpils,3,95,4/4,Staļina,"83,000  €"
5930,Daugavpils un rajons,Daugavpils,2,46,5/5,467.,70  €/mēn.
5931,Daugavpils un rajons,Daugavpils,2,50,2/2,Staļina,150  €/mēn.
5932,Daugavpils un rajons,Naujenes pag.,1,37,1/1,467.,"6,000  €"
5933,Daugavpils un rajons,Daugavpils,3,60,4/5,467.,"40,700  €"
5934,Daugavpils un rajons,Daugavpils,2,40,1/5,Hrušč.,36  €/dienā
5935,Daugavpils un rajons,Daugavpils,1,29,5/5,467.,"13,500  €"
5936,Daugavpils un rajons,Daugavpils,2,-,-,-,vēlos īret 
5937,Daugavpils un rajons,Daugavpils,1,27,4/5,Hrušč.,"11,500  €"
5938,Daugavpils un rajons,Naujenes pag.,4,74,1/3,Specpr.,"28,000  €"
5939,Daugavpils un rajons,Daugavpils,1,30,4/5,LT proj.,"11,500  €"
5940,Daugavpils un rajons,Daugavpils,1,29,3/5,Hrušč.,"8,600  €"
5941,Daugavpils un rajons,Ilūkste,2,58,5/5,103.,"15,800  €"
5942,Daugavpils un rajons,Daugavpils,2,46,4/5,Hrušč.,"24,000  €"
5943,Daugavpils un rajons,Daugavpils,1,31,3/5,467.,200  €/mēn.
5944,Daugavpils un rajons,Daugavpils,3,66,3/5,103.,"45,500  €"
5945,Daugavpils un rajons,Višķu pag.,3,-,-,-,vēlos īret 
5946,Daugavpils un rajons,Daugavpils,1,26,4/5,Hrušč.,"11,700  €"
5947,Daugavpils un rajons,Daugavpils,1,17,3/4,M. ģim.,"7,500  €"
5948,Daugavpils un rajons,Daugavpils,1,32,1/9,103.,25  €/dienā
5949,Daugavpils un rajons,Daugavpils,2,37,5/5,467.,"15,000  €"
5950,Daugavpils un rajons,Daugavpils,2,51,5/5,Specpr.,maiņai
5951,Daugavpils un rajons,Daugavpils,2,46,1/2,Specpr.,"16,000  €"
5952,Daugavpils un rajons,Daugavpils,1,28,1/5,Hrušč.,120  €/mēn.
5953,Daugavpils un rajons,Daugavpils,1,35,9/9,Hrušč.,31  €/dienā
5954,Daugavpils un rajons,Daugavpils,2,42,5/2,Hrušč.,"16,800  €"
5955,Daugavpils un rajons,Višķu pag.,3,-,-,-,pērku 
5956,Daugavpils un rajons,Daugavpils,2,53,3/3,P. kara,"39,000  €"
5957,Daugavpils un rajons,Daugavpils,2,60,3/3,Renov.,600  €/mēn.
5958,Daugavpils un rajons,Daugavpils,2,50,5/5,Hrušč.,160  €/mēn.
5959,Daugavpils un rajons,Daugavpils,2,44,3/3,Hrušč.,"34,300  €"
5960,Daugavpils un rajons,Daugavpils,2,44,4/5,Specpr.,maiņai
5961,Daugavpils un rajons,Daugavpils,1,29,4/5,Hrušč.,"13,000  €"
5962,Daugavpils un rajons,Daugavpils,3,75,3/3,Staļina,"76,000  €"
5963,Daugavpils un rajons,Daugavpils,3,60,2/5,467.,"36,000  €"
5964,Daugavpils un rajons,Naujenes pag.,2,38,3/5,Specpr.,"7,800  €"
5965,Daugavpils un rajons,Daugavpils,1,29,4/5,Hrušč.,130  €/mēn.
5966,Daugavpils un rajons,Daugavpils,2,41,4/5,Hrušč.,"19,900  €"
5967,Daugavpils un rajons,Daugavpils,2,35,1/5,Hrušč.,35  €/dienā
5968,Daugavpils un rajons,Daugavpils,1,28,1/1,Specpr.,25  €/dienā
5969,Daugavpils un rajons,Daugavpils,1,30,4/5,467.,25  €/dienā
5970,Daugavpils un rajons,Daugavpils,2,40,4/5,Hrušč.,"25,000  €"
5971,Daugavpils un rajons,Daugavpils,2,46,5/5,103.,"22,000  €"
5972,Daugavpils un rajons,Daugavpils,2,37,4/5,467.,"12,500  €"
5973,Daugavpils un rajons,Kalkūnes pag.,2,44,5/5,Specpr.,"14,000  €"
5974,Daugavpils un rajons,Daugavpils,2,52,5/5,103.,"26,000  €"
5975,Daugavpils un rajons,Daugavpils,2,45,6/9,Specpr.,"22,000  €"
5976,Daugavpils un rajons,Daugavpils,2,45,3/5,467.,maiņai
5977,Daugavpils un rajons,Daugavpils,2,39,5/5,Specpr.,"19,000  €"
5978,Daugavpils un rajons,Daugavpils,3,74,2/4,Staļina,"65,000  €"
5979,Daugavpils un rajons,Daugavpils,1,26,5/5,Hrušč.,"14,450  €"
5980,Daugavpils un rajons,Daugavpils,4,77,8/9,467.,"60,000  €"
5981,Daugavpils un rajons,Daugavpils,1,30,1/4,Jaun.,30  €/dienā
5982,Daugavpils un rajons,Daugavpils,Citi,-,-,-,pērku 
5983,Daugavpils un rajons,Daugavpils,1,18,2/2,P. kara,"7,900  €"
5984,Daugavpils un rajons,Daugavpils,2,49,5/5,Hrušč.,"13,900  €"
5985,Daugavpils un rajons,Daugavpils,2,39,5/5,467.,"12,900  €"
5986,Daugavpils un rajons,Daugavpils,2,49,5/5,Hrušč.,"15,900  €"
5987,Daugavpils un rajons,Naujenes pag.,2,54,1/5,103.,"12,000  €"
5988,Daugavpils un rajons,Daugavpils,1,42,5/5,Specpr.,"11,000  €"
5989,Daugavpils un rajons,Kalkūnes pag.,2,43,2/2,Staļina,"12,000  €"
5990,Daugavpils un rajons,Daugavpils,3,89,3/4,Staļina,"89,900  €"
5991,Daugavpils un rajons,Daugavpils,1,30,5/5,467.,100  €/mēn.
5992,Daugavpils un rajons,Daugavpils,1,35,3/4,Staļina,180  €/mēn.
5993,Daugavpils un rajons,Daugavpils,1,25,3/5,Hrušč.,"11,500  €"
5994,Daugavpils un rajons,Daugavpils,1,34,4/5,103.,"9,500  €"
5995,Daugavpils un rajons,Naujenes pag.,1,37,4/5,103.,"7,500  €"
5996,Daugavpils un rajons,Daugavpils,3,62,5/5,467.,"49,500  €"
5997,Daugavpils un rajons,Daugavpils,1,37,2/5,467.,"20,000  €"
5998,Daugavpils un rajons,Daugavpils,1,42,1/3,Staļina,30  €/dienā
5999,Daugavpils un rajons,Daugavpils,2,42,5/5,Hrušč.,"12,300  €"
6000,Daugavpils un rajons,Daugavpils,2,59,3/3,Staļina,"33,000  €"
6001,Daugavpils un rajons,Daugavpils,2,42,4/4,Hrušč.,"16,000  €"
6002,Daugavpils un rajons,Daugavpils,2,64,1/3,Specpr.,"26,900  €"
6003,Daugavpils un rajons,Daugavpils,1,-,-,-,pērku 
6004,Daugavpils un rajons,Daugavpils,2,40,5/5,Hrušč.,150  €/mēn.
6005,Daugavpils un rajons,Daugavpils,1,30,3/3,Staļina,200  €/mēn.
6006,Daugavpils un rajons,Naujenes pag.,2,48,2/5,Specpr.,"10,000  €"
6007,Daugavpils un rajons,Daugavpils,1,34,3/5,103.,"15,000  €"
6008,Daugavpils un rajons,Daugavpils,1,-,-,-,pērku 
6009,Daugavpils un rajons,Daugavpils,2,39,1/4,Hrušč.,"38,000  €"
6010,Daugavpils un rajons,Daugavpils,2,53,3/5,103.,"23,000  €"
6011,Daugavpils un rajons,Kalkūnes pag.,1,35,2/3,Specpr.,"13,000  €"
6012,Daugavpils un rajons,Daugavpils,1,30,4/9,Specpr.,25  €/dienā
6013,Daugavpils un rajons,Daugavpils,1,29,1/5,467.,"25,000  €"
6014,Daugavpils un rajons,Daugavpils,1,35,2/5,Hrušč.,30  €/dienā
6015,Daugavpils un rajons,Naujenes pag.,1,36,2/5,Specpr.,"8,500  € maiņai"
6016,Daugavpils un rajons,Daugavpils,1,35,4/5,LT proj.,30  €/dienā
6017,Daugavpils un rajons,Daugavpils,1,34,2/5,103.,25  €/dienā
6018,Daugavpils un rajons,Daugavpils,3,59,9/9,602.,"38,500  €"
6019,Daugavpils un rajons,Daugavpils,3,59,4/5,Hrušč.,"33,500  €"
6020,Daugavpils un rajons,Daugavpils,3,71,1/4,Specpr.,"42,000  €"
6021,Daugavpils un rajons,Daugavpils,1,26,3/5,Hrušč.,"6,000  €"
6022,Daugavpils un rajons,Daugavpils,3,72,5/5,Specpr.,"25,000  €"
6023,Daugavpils un rajons,Daugavpils,3,98,3/5,Specpr.,"95,000  €"
6024,Daugavpils un rajons,Daugavpils,3,59,3/5,467.,"27,990  €"
6025,Daugavpils un rajons,Daugavpils,1,30,7/9,Specpr.,80  €/mēn.
6026,Daugavpils un rajons,Kalkūnes pag.,2,49,2/2,Specpr.,"16,500  €"
6027,Daugavpils un rajons,Daugavpils,2,42,4/5,Hrušč.,"19,199  €"
6028,Daugavpils un rajons,Daugavpils,2,44,2/5,103.,120  €/mēn.
6029,Daugavpils un rajons,Daugavpils,2,52,1/5,103.,120  €/mēn.
6030,Daugavpils un rajons,Naujenes pag.,2,52,4/5,103.,"15,500  €"
6031,Daugavpils un rajons,Daugavpils,2,57,4/9,Specpr.,"42,000  €"
6032,Daugavpils un rajons,Daugavpils,1,33,4/5,Specpr.,25  €/dienā
6033,Daugavpils un rajons,Daugavpils,1,30,5/5,Hrušč.,33  €/dienā
6034,Daugavpils un rajons,Daugavpils,2,56,4/4,Staļina,60  €/dienā
6035,Daugavpils un rajons,Daugavpils,2,38,3/5,Hrušč.,35  €/dienā
6036,Daugavpils un rajons,Daugavpils,2,50,5/5,Hrušč.,"16,000  €"
6037,Daugavpils un rajons,Daugavpils,3,60,2/5,467.,maiņai
6038,Daugavpils un rajons,Daugavpils,2,43,2/5,Hrušč.,"25,000  €"
6039,Daugavpils un rajons,Daugavpils,3,66,4/5,103.,"37,000  €"
6040,Daugavpils un rajons,Daugavpils,2,50,9/8,467.,"24,000  €"
6041,Daugavpils un rajons,Vecsalienas pag.,1,30,3/3,Specpr.,"6,500  €"
6042,Daugavpils un rajons,Daugavpils,2,45,1/5,Renov.,"43,000  €"
6043,Daugavpils un rajons,Daugavpils,2,44,5/5,Specpr.,"14,000  €"
6044,Daugavpils un rajons,Daugavpils,1,43,5/9,Specpr.,"18,000  €"
6045,Daugavpils un rajons,Daugavpils,2,51,3/5,103.,"17,900  €"
6046,Daugavpils un rajons,Daugavpils,3,60,1/9,602.,"34,000  €"
6047,Daugavpils un rajons,Daugavpils,4,75,3/5,103.,"42,000  €"
6048,Daugavpils un rajons,Daugavpils,2,41,4/5,Hrušč.,"19,000  €"
6049,Daugavpils un rajons,Daugavpils,2,43,3/5,Hrušč.,"26,500  €"
6050,Daugavpils un rajons,Daugavpils,2,69,3/3,Staļina,"37,000  €"
6051,Daugavpils un rajons,Daugavpils,3,64,4/5,Specpr.,"22,000  €"
6052,Daugavpils un rajons,Daugavpils,2,37,4/5,467.,"18,000  €"
6053,Daugavpils un rajons,Daugavpils,2,49,3/9,602.,"21,000  €"
6054,Daugavpils un rajons,Daugavpils,3,61,5/5,467.,"19,000  €"
6055,Daugavpils un rajons,Daugavpils,2,45,5/5,Specpr.,"12,900  €"
6056,Daugavpils un rajons,Daugavpils,3,60,1/5,467.,"28,000  €"
6057,Daugavpils un rajons,Demenes pag.,3,61,2/3,Specpr.,"4,500  €"
6058,Daugavpils un rajons,Daugavpils,2,54,3/5,103.,"17,500  €"
6059,Daugavpils un rajons,Daugavpils,2,45,2/3,Hrušč.,"15,000  €"
6060,Daugavpils un rajons,Daugavpils,2,58,1/3,P. kara,"42,000  €"
6061,Daugavpils un rajons,Daugavpils,2,52,2/3,Staļina,"50,000  €"
6062,Daugavpils un rajons,Daugavpils,2,39,1/5,Hrušč.,"26,500  €"
6063,Daugavpils un rajons,Daugavpils,2,41,1/5,Hrušč.,"20,000  €"
6064,Daugavpils un rajons,Daugavpils,1,20,2/2,Specpr.,"10,000  €"
6065,Daugavpils un rajons,Daugavpils,2,58,2/5,103.,"22,000  €"
6066,Daugavpils un rajons,Daugavpils,1,30,5/5,103.,"13,300  €"
6067,Daugavpils un rajons,Daugavpils,2,43,3/3,Hrušč.,"19,000  €"
6068,Daugavpils un rajons,Daugavpils,2,42,1/5,Hrušč.,"19,000  €"
6069,Daugavpils un rajons,Daugavpils,1,29,1/5,Hrušč.,"16,000  €"
6070,Daugavpils un rajons,Daugavpils,3,69,3/5,Specpr.,"83,900  €"
6071,Daugavpils un rajons,Daugavpils,2,43,4/4,Hrušč.,"20,000  €"
6072,Daugavpils un rajons,Daugavpils,3,77,2/3,Staļina,"86,000  €"
6073,Daugavpils un rajons,Daugavpils,2,42,4/5,Hrušč.,"12,499  €"
6074,Daugavpils un rajons,Daugavpils,1,33,4/5,103.,"12,000  €"
6075,Daugavpils un rajons,Daugavpils,3,60,2/3,Hrušč.,"15,900  €"
6076,Daugavpils un rajons,Daugavpils,1,29,4/5,Hrušč.,"14,000  €"
6077,Daugavpils un rajons,Daugavpils,3,82,1/3,Staļina,"64,000  €"
6078,Daugavpils un rajons,Daugavpils,2,55,2/2,Staļina,"69,000  €"
6079,Daugavpils un rajons,Daugavpils,1,31,4/5,467.,"11,000  €"
6080,Daugavpils un rajons,Daugavpils,4,80,5/9,467.,"35,000  €"
6081,Daugavpils un rajons,Ilūkste,2,41,3/4,Hrušč.,"6,999  €"
6082,Dobele un rajons,Dobele,Citi,-,-,-,pērku 
6083,Dobele un rajons,Dobele,2,43,1/3,Hrušč.,"14,000  €"
6084,Dobele un rajons,Dobele,2,55,3/3,Specpr.,310  €/mēn.
6085,Dobele un rajons,Bēnes pag.,3,66,3/3,LT proj.,"15,000  €"
6086,Dobele un rajons,Dobele,3,61,1/3,Specpr.,330  €/mēn.
6087,Dobele un rajons,Auce,1,30,1/2,P. kara,"8,000  €"
6088,Dobele un rajons,Auru pag.,1,28,2/5,Hrušč.,"17,000  €"
6089,Dobele un rajons,Krimūnu pag.,1,32,2/3,Specpr.,"8,900  €"
6090,Dobele un rajons,Dobele,1,27,3/5,Hrušč.,180  €/mēn.
6091,Dobele un rajons,Dobele,1,30,3/3,Hrušč.,"22,500  €"
6092,Dobele un rajons,Zebrenes pag.,2,54,2/3,LT proj.,"8,000  €"
6093,Dobele un rajons,Dobele,2,49,1/2,Staļina,"29,000  €"
6094,Dobele un rajons,Dobele,2,49,5/5,Hrušč.,280  €/mēn.
6095,Dobele un rajons,Dobele,2,46,3/4,104.,290  €/mēn.
6096,Dobele un rajons,Dobele,2,-,-,-,vēlos īret 
6097,Dobele un rajons,Dobele,3,61,1/3,Specpr.,"58,000  €"
6098,Dobele un rajons,Auce,2,59,3/3,Specpr.,"6,500  €"
6099,Dobele un rajons,Dobele,3,-,-,-,pērku 
6100,Dobele un rajons,Dobele,2,48,3/3,Specpr.,"32,850  €"
6101,Dobele un rajons,Dobele,4,92,2/3,Specpr.,"37,000  €"
6102,Dobele un rajons,Dobele,1,35,4/5,103.,"32,500  €"
6103,Dobele un rajons,Jaunbērzes pag.,1,34,2/2,P. kara,"2,350  €"
6104,Dobele un rajons,Dobele,2,62,1/3,Staļina,"20,000  €"
6105,Dobele un rajons,Dobele,3,74,5/5,Hrušč.,"36,500  €"
6106,Dobele un rajons,Naudītes pag.,1,31,2/3,Hrušč.,"7,500  €"
6107,Dobele un rajons,Dobele,2,42,3/3,103.,"12,500  €"
6108,Dobele un rajons,Dobele,3,67,2/3,Hrušč.,"25,000  €"
6109,Dobele un rajons,Auru pag.,2,64,2/2,Staļina,"21,500  €"
6110,Dobele un rajons,Naudītes pag.,3,68,2/3,Specpr.,"25,000  €"
6111,Dobele un rajons,Dobele,1,48,2/3,Specpr.,"33,200  €"
6112,Dobele un rajons,Dobele,3,82,2/2,Staļina,"45,000  €"
6113,Dobele un rajons,Tērvetes pag.,2,60,2/3,LT proj.,"5,500  €"
6114,Dobele un rajons,Auru pag.,2,36,4/5,Hrušč.,"9,800  €"
6115,Dobele un rajons,Auru pag.,2,43,5/3,Hrušč.,"15,000  €"
6116,Dobele un rajons,Dobele,4,90,8/9,602.,7  €/dienā
6117,Dobele un rajons,Auru pag.,3,74,1/2,Specpr.,"15,000  €"
6118,Dobele un rajons,Dobele,1,48,2/3,Specpr.,"32,900  €"
6119,Dobele un rajons,Bēnes pag.,2,49,2/3,-,maiņai
6120,Dobele un rajons,Dobele,1,32,5/9,602.,230  €/mēn.
6121,Dobele un rajons,Dobele,3,53,3/3,Specpr.,"12,500  €"
6122,Dobele un rajons,Dobele,2,31,3/3,Specpr.,"7,500  €"
6123,Dobele un rajons,Dobele,4,84,2/4,103.,"65,000  €"
6124,Dobele un rajons,Dobele,3,91,1/2,Specpr.,"23,230  €"
6125,Dobele un rajons,Jaunbērzes pag.,2,53,1/3,Hrušč.,"15,000  €"
6126,Dobele un rajons,Tērvetes pag.,4,-,-,-,pērku 
6127,Dobele un rajons,Dobele,2,-,-,-,-
6128,Dobele un rajons,Dobeles pag.,2,-,-,-,maiņai
6129,Dobele un rajons,Auce,1,29,1/3,Renov.,"9,000  €"
6130,Dobele un rajons,Dobele,1,37,1/2,Staļina,250  €/mēn.
6131,Dobele un rajons,Dobele,2,36,1/5,Specpr.,"25,000  €"
