,Region,Area,Nr of rooms,m2,Floor,House type,Price
1487,Rīga,Ķengarags,Citi,-,-,-,pērku 
1488,Rīga,Ziepniekkalns Ēbeļmuižas 24,1,31,3/9,602.,"39,500  €"
1489,Rīga,centrs Elizabetes 35,3,86,2/5,P. kara,800  €/mēn.
1490,Rīga,Purvciems Dzelzavas 33,2,38,4/5,LT proj.,"32,000  €"
1491,Rīga,Ķengarags Ikšķiles 11,2,39,2/5,LT proj.,"37,000  €"
1492,Rīga,centrs Lugažu 4,1,32,3/5,LT proj.,260  €/mēn.
1493,Rīga,centrs Vīlandes 7,5,155,5/5,Renov.,"375,000  €"
1494,Rīga,Āgenskalns Ļermontova 4,1,28,1/3,Renov.,490  €/mēn.
1495,Rīga,Ziepniekkalns Vienības g. 87,4,102,1/3,Renov.,"159,000  €"
1496,Rīga,Torņakalns Vienības g. 87,5,118,1/3,Renov.,"182,000  €"
1497,Rīga,Ķengarags Maskavas 267a,3,60,1/5,LT proj.,350  €/mēn.
1498,Rīga,centrs Matīsa 29,2,51,2/5,Renov.,"94,720  €"
1499,Rīga,centrs Matīsa 29,2,41,5/5,Renov.,"73,800  €"
1500,Rīga,centrs Matīsa 29,5,120,4/5,Renov.,"216,342  €"
1501,Rīga,Teika Struktoru 5,2,45,1/3,Renov.,"45,400  €"
1502,Rīga,centrs Brīvības 176,1,16,1/3,Renov.,235  €/mēn.
1503,Rīga,Teika Brīvības,2,50,-,-,pērku 
1504,Rīga,centrs Brīvības,2,50,-,P. kara,pērku 
1505,Rīga,Āgenskalns Ormaņu 25,3,80,2/3,Jaun.,935  €/mēn.
1506,Rīga,Iļģuciems Lilijas 15,1,30,3/5,Hrušč.,"34,800  €"
1507,Rīga,centrs Tallinas 32,2,38,2/3,P. kara,"29,500  €"
1508,Rīga,centrs Skolas 30,2,20,1/6,Renov.,"40,000  €"
1509,Rīga,Purvciems Vaidavas 3,2,38,5/5,LT proj.,"31,000  €"
1510,Rīga,Dārzciems Slāvu 15,1,36,6/9,602.,"30,000  €"
1511,Rīga,Daugavgrīva Plēksnes 14a,2,47,3/3,Specpr.,"29,400  €"
1512,Rīga,Ķengarags Rušonu 30/1,2,538,5/6,Specpr.,330  €/mēn.
1513,Rīga,Imanta Jūrmalas g. 82 k1,1,38,5/9,Jaun.,400  €/mēn.
1514,Rīga,Purvciems Nīcgales 23,2,39,5/5,LT proj.,"46,900  €"
1515,Rīga,centrs Matīsa 80,1,36,3/3,P. kara,260  €/mēn.
1516,Rīga,centrs Stabu 61k2,3,74,1/6,P. kara,"119,000  €"
1517,Rīga,Ziepniekkalns Vienības g. 186b,1,45,3/5,Jaun.,220  €/mēn.
1518,Rīga,Pļavnieki Salnas 4,4,75,8/9,602.,"59,000  €"
1519,Rīga,Dārzciems,Citi,-,-,-,pērku 
1520,Rīga,Daugavgrīva,Citi,-,-,-,pērku 
1521,Rīga,centrs Čaka 45,3,62,2/3,P. kara,"77,500  €"
1522,Rīga,Teika Ropažu 56,3,72,4/4,Staļina,"95,800  €"
1523,Rīga,centrs Tallinas 35,1,22,1/5,P. kara,300  €/mēn.
1524,Rīga,Teika Ūnijas 7,1,21,2/2,Specpr.,"32,990  €"
1525,Rīga,centrs Brīvības 72 k-2,6,173,3/6,P. kara,"187,000  €"
1526,Rīga,Ziepniekkalns Ozolciema 14,1,45,10/10,Jaun.,370  €/mēn.
1527,Rīga,Āgenskalns Smiļģa 8a,4,87,1/3,P. kara,450  €/mēn.
1528,Rīga,Teika Ropažu 12,3,124,5/9,Jaun.,"241,800  €"
1529,Rīga,Teika Caunes 10,2,65,7/7,Specpr.,"80,000  €"
1530,Rīga,centrs Sadovņikova 37,2,42,2/5,P. kara,270  €/mēn.
1531,Rīga,Maskavas priekšpilsēta Lomonosova 2,2,47,3/4,P. kara,"65,000  €"
1532,Rīga,Vecmīlgrāvis Āliņģu 14,4,84,2/2,Priv. m.,"149,900  €"
1533,Rīga,centrs Klusā 9,2,34,1/5,Renov.,"37,500  €"
1534,Rīga,centrs,3,63,2/2,P. kara,maiņai
1535,Rīga,Dārzciems Slāvu 15,3,64,5/9,602.,"59,999  €"
1536,Rīga,Bolderāja Gobas 29,2,36,4/5,Specpr.,"33,500  €"
1537,Rīga,Purvciems Zvaigznāja g. 9,1,28,4/5,LT proj.,240  €/mēn.
1538,Rīga,Mežaparks Ostas pr. 4,2,44,1/5,LT proj.,"46,000  €"
1539,Rīga,Jugla Silciema 15 K2,3,58,5/5,Hrušč.,"42,000  €"
1540,Rīga,Krasta r-ns Krīdenera d. 4,2,47,6/9,Jaun.,600  €/mēn.
1541,Rīga,Dārzciems Trasuna 24,1,21,1/9,Specpr.,250  €/mēn.
1542,Rīga,Šampēteris-Pleskodāle Apuzes 13,4,81,2/3,Jaun.,900  €/mēn.
1543,Rīga,Ziepniekkalns Graudu 29A,3,110,2/4,Jaun.,565  €/mēn.
1544,Rīga,centrs Artilērijas 6,2,53,5/5,P. kara,"129,000  €"
1545,Rīga,Čiekurkalns Rusova 7,2,42,4/5,Jaun.,520  €/mēn.
1546,Rīga,Dārzciems Nīcgales 46,2,54,5/5,103.,"49,900  €"
1547,Rīga,Vecmīlgrāvis Skuju 29,3,57,4/4,Staļina,390  €/mēn.
1548,Rīga,Klīversala Valguma 31,1,24,2/3,P. kara,240  €/mēn.
1549,Rīga,Purvciems Ķeguma 60,1,39,2/5,M. ģim.,250  €/mēn.
1550,Rīga,Āgenskalns Gregora 2b,3,67,5/7,Jaun.,950  €/mēn.
1551,Rīga,Ķengarags Maskavas 313,1,38,9/12,Specpr.,290  €/mēn.
1552,Rīga,centrs Birznieka-Upīša 20C,2,40,4/6,Renov.,500  €/mēn.
1553,Rīga,Dārzciems Rumbulas 1 k-1,1,43,4/5,M. ģim.,"38,000  €"
1554,Rīga,centrs Elizabetes 22,2,27,3/5,Renov.,900  €/mēn.
1555,Rīga,centrs Ģertrūdes 129,2,37,4/5,P. kara,50  €/dienā
1556,Rīga,centrs Ģertrūdes 129,1,14,1/5,Renov.,35  €/dienā
1557,Rīga,centrs Elizabetes 22,2,45,2/5,Renov.,65  €/dienā
1558,Rīga,centrs Ģertrūdes 129,2,37,2/5,Renov.,50  €/dienā
1559,Rīga,centrs Elizabetes 22,2,32,2/5,Renov.,50  €/dienā
1560,Rīga,centrs Ģertrūdes 129,1,23,1/5,Renov.,40  €/dienā
1561,Rīga,Āgenskalns Baldones 28,3,62,5/5,Specpr.,"92,200  €"
1562,Rīga,Mežciems Druvienas 17,2,51,4/5,LT proj.,300  €/mēn.
1563,Rīga,Ķengarags Maskavas 260/5,1,33,5/5,LT proj.,"37,000  €"
1564,Rīga,centrs Elizabetes 22,1,35,2/2,Renov.,750  €/mēn.
1565,Rīga,Čiekurkalns,Citi,-,-,-,pērku 
1566,Rīga,Ķengarags Aviācijas 25,2,36,4/5,LT proj.,300  €/mēn.
1567,Rīga,Jugla Brīvības 399,2,45,2/5,Specpr.,"67,000  €"
1568,Rīga,Ķengarags Krustpils 75 k-5,2,31,2/3,Specpr.,"21,800  €"
1569,Rīga,Teika Ropažu 5,2,50,4/5,Specpr.,150  €/mēn.
1570,Rīga,Imanta Varkaļu 6,2,50,4/3,Jaun.,600  €/mēn.
1571,Rīga,centrs Čaka 31,3,53,3/5,P. kara,"130,000  €"
1572,Rīga,centrs Bruņinieku 47,3,60,2/5,P. kara,"120,000  €"
1573,Rīga,centrs Artilērijas 6,2,53,5/5,P. kara,700  €/mēn.
1574,Rīga,Ķengarags Maskavas 260,3,57,3/5,LT proj.,"48,000  €"
1575,Rīga,Ziepniekkalns Valdeķu 15,2,37,5/5,Hrušč.,"47,000  €"
1576,Rīga,Dzegužkalns,Citi,-,-,-,pērku 
1577,Rīga,Imanta Kurzemes pr. 128,3,62,4/9,602.,"55,000  €"
1578,Rīga,centrs Ganību d. 31,1,32,4/4,Renov.,260  €/mēn.
1579,Rīga,centrs Čaka 31,3,53,3/5,Renov.,"130,000  €"
1580,Rīga,Šampēteris-Pleskodāle Irlavas 26a,3,68,4/5,103.,"75,900  €"
1581,Rīga,Bolderāja Lemešu 11,3,63,7/9,602.,"50,000  €"
1582,Rīga,centrs,1,30,2/15,-,vēlos īret 
1583,Rīga,centrs Grostonas 21,2,55,4/5,Jaun.,"174,000  €"
1584,Rīga,centrs Vidus 11,3,136,3/5,Renov.,"495,000  €"
1585,Rīga,Bolderāja Keramikas 2,2,46,4/5,467.,"45,000  €"
1586,Rīga,Torņakalns Olīvu 5,1,33,2/3,Renov.,315  €/mēn.
1587,Rīga,Torņakalns Olīvu 5,1,22,3/3,Renov.,290  €/mēn.
1588,Rīga,Imanta Anniņmuižas 43,2,50,3/24,Jaun.,500  €/mēn.
1589,Rīga,Jugla,Citi,-,-,-,pērku 
1590,Rīga,Vecmīlgrāvis,Citi,-,-,-,pērku 
1591,Rīga,Bieriņi Abavas 21,3,56,1/3,Priv. m.,650  €/mēn.
1592,Rīga,Kleisti Rātsupītes 3,2,65,1/6,Jaun.,"115,000  €"
1593,Rīga,Purvciems Dzelzavas 108,3,64,4/7,Jaun.,740  €/mēn.
1594,Rīga,Šampēteris-Pleskodāle Lielirbes 11,2,68,8/27,Jaun.,550  €/mēn.
1595,Rīga,Iļģuciems Grīvas 17,1,30,2/5,Hrušč.,29  €/dienā
1596,Rīga,Čiekurkalns Čiekurkalna 1. šķ. l. ,2,42,2/2,P. kara,300  €/mēn.
1597,Rīga,Pļavnieki Dravnieku 14,2,50,5/9,602.,350  €/mēn.
1598,Rīga,Dārzciems Zeltiņu 61,2,49,1/2,Specpr.,"66,500  €"
1599,Rīga,Maskavas priekšpilsēta Maskavas 108,2,52,6/6,P. kara,400  €/mēn.
1600,Rīga,centrs Rūpniecības 32b,5,170,4/5,P. kara,"1,800  €/mēn."
1601,Rīga,Ķengarags Aviācijas 5,2,50,5/5,LT proj.,280  €/mēn.
1602,Rīga,Vecmīlgrāvis Emmas 14,1,14,3/3,Staļina,180  €/mēn.
1603,Rīga,centrs Bruņinieku 12,4,20,1/6,P. kara,350  €/mēn.
1604,Rīga,Čiekurkalns Čiekurkalna 1. l. 23a,2,49,1/2,M. ģim.,"59,800  €"
1605,Rīga,Imanta,Citi,-,-,-,pērku 
1606,Rīga,Āgenskalns Smiļģa 23a,3,100,2/2,P. kara,"95,000  €"
1607,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
1608,Rīga,Ziepniekkalns,Citi,-,-,-,pērku 
1609,Rīga,Teika Ķeguma 39,1,42,2/4,Jaun.,"128,000  €"
1610,Rīga,centrs Klijānu 6,3,68,6/9,Jaun.,779  €/mēn.
1611,Rīga,Āgenskalns,Citi,-,-,-,pērku 
1612,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
1613,Rīga,centrs Valdemāra 143 k 4,3,53,1/5,Hrušč.,"75,500  €"
1614,Rīga,Purvciems Staiceles 15,4,76,5/9,602.,350  €/mēn.
1615,Rīga,Imanta Zentenes 37,3,67,4/5,LT proj.,400  €/mēn.
1616,Rīga,Šampēteris-Pleskodāle Zalves 52,1,33,5/5,103.,"39,999  €"
1617,Rīga,Pļavnieki Rudens 10,3,63,6/9,602.,330  €/mēn.
1618,Rīga,Ziepniekkalns,Citi,-,-,-,pērku 
1619,Rīga,centrs Marijas 25,5,153,6/6,P. kara,"220,000  €"
1620,Rīga,Vecmīlgrāvis Emmas 7a,2,52,5/5,Specpr.,300  €/mēn.
1621,Rīga,centrs Puškina 22,3,74,3/5,Staļina,680  €/mēn.
1622,Rīga,Purvciems Nīcgales 27,2,55,6/6,Jaun.,"120,000  €"
1623,Rīga,Jugla Vidzemes al. 6,1,30,4/5,Hrušč.,230  €/mēn.
1624,Rīga,Ķengarags Prūšu 1E,2,42,2/4,Jaun.,450  €/mēn.
1625,Rīga,Purvciems Dzelzavas 13,2,41,1/5,Hrušč.,"44,700  €"
1626,Rīga,Purvciems Stirnu 37,4,76,6/9,602.,"65,000  €"
1627,Rīga,centrs,1,-,99/99,-,pērku 
1628,Rīga,centrs Tomsona 25,2,42,1/5,Hrušč.,"52,500  €"
1629,Rīga,Ķengarags Glūdas 10,3,60,5/5,LT proj.,"67,000  €"
1630,Rīga,Mangaļi Ezera 19,2,44,1/2,P. kara,"27,000  €"
1631,Rīga,Purvciems Pūces 45,4,144,7/10,Jaun.,"226,500  €"
1632,Rīga,Ķengarags Višķu 11,2,40,5/5,LT proj.,"50,000  €"
1633,Rīga,Ķengarags Maskavas 256/7,2,45,5/5,Hrušč.,"54,000  €"
1634,Rīga,Purvciems Deglava 108,2,61,4/9,119.,"89,000  €"
1635,Rīga,Pļavnieki Salnas 20,1,35,6/9,602.,"32,000  €"
1636,Rīga,Dzegužkalns Daugavgrīvas 74,1,33,7/9,Staļina,250  €/mēn.
1637,Rīga,centrs Katrīnas d. 5,1,33,4/5,Specpr.,295  €/mēn.
1638,Rīga,Purvciems Raunas 45,4,73,4/4,Hrušč.,470  €/mēn.
1639,Rīga,Teika Ķeguma 39,4,86,1/4,Jaun.,"218,900  €"
1640,Rīga,Teika Ķeguma 39,3,74,1/4,Jaun.,"192,000  €"
1641,Rīga,Pļavnieki Zebiekstes 3,2,59,9/9,119.,"55,000  €"
1642,Rīga,Āgenskalns Gregora 2B,2,41,4/7,Jaun.,"123,000  €"
1643,Rīga,centrs Čaka 44,1,45,1/5,P. kara,55  €/dienā
1644,Rīga,centrs Čaka 44,1,30,1/6,P. kara,250  €/ned.
1645,Rīga,Purvciems Stirnu 1,2,72,6/9,Jaun.,570  €/mēn.
1646,Rīga,centrs Brīvības 148,1,21,2/6,P. kara,35  €/dienā
1647,Rīga,Vecmīlgrāvis Vijolīšu 6,1,43,3/5,M. ģim.,"43,000  €"
1648,Rīga,Jugla,1,-,1,-,vēlos īret 
1649,Rīga,Sarkandaugava Viestura pr. 35,2,46,5/9,Specpr.,280  €/mēn.
1650,Rīga,Ķīpsala Balasta d. 72,4,152,2/3,Jaun.,"2,500  €/mēn."
1651,Rīga,Āgenskalns Raņķa d. 9,3,120,6/6,Jaun.,"249,900  €"
1652,Rīga,Āgenskalns Raņķa d. 9,4,120,6/6,Jaun.,"249,900  €"
1653,Rīga,centrs Avotu 8 k-1,2,56,2/6,P. kara,"85,000  €"
1654,Rīga,Pļavnieki Saharova 20,1,42,15/16,104.,350  €/mēn.
1655,Rīga,Āgenskalns Kalnciema 9a,5,199,9/10,Jaun.,"440,000  €"
1656,Rīga,Ķengarags Salaspils 2,1,33,6/9,467.,37  €/dienā
1657,Rīga,Purvciems Viršu 3,3,80,7/9,119.,120  €/mēn.
1658,Rīga,Klīversala Kuģu 28,4,149,5/7,Jaun.,"479,000  €"
1659,Rīga,Āgenskalns Kuģu 28,4,133,3/7,Jaun.,"526,000  €"
1660,Rīga,Maskavas priekšpilsēta Maskavas 81,3,63,5/5,P. kara,"65,800  €"
1661,Rīga,Pļavnieki Kupriču 1G,3,67,2/5,Jaun.,"163,000  €"
1662,Rīga,Bolderāja Finiera 17,1,43,2/9,Specpr.,350  €/mēn.
1663,Rīga,Bolderāja Stūrmaņu 5,1,28,3/5,LT proj.,230  €/mēn.
1664,Rīga,Iļģuciems Lidoņu 10,2,47,1/2,Hrušč.,"45,000  €"
1665,Rīga,Teika Tālivalža 21A,3,70,4/5,Jaun.,600  €/mēn.
1666,Rīga,Daugavgrīva Lēpju 13,2,53,3/5,103.,190  €/mēn.
1667,Rīga,centrs Elku 5,2,54,1/3,Priv. m.,380  €/mēn.
1668,Rīga,Ziepniekkalns Garozes 18,1,15,1/5,M. ģim.,230  €/mēn.
1669,Rīga,Čiekurkalns Rusova 9,3,78,3/7,Jaun.,"200,000  €"
1670,Rīga,Āgenskalns Sabiles 16,2,48,2/2,Renov.,390  €/mēn.
1671,Rīga,Ziepniekkalns Ozolciema 38,1,45,8/9,M. ģim.,150  €/mēn.
1672,Rīga,Dzegužkalns Ūdens 12,2,62,3/6,Renov.,550  €/mēn.
1673,Rīga,Jugla,Citi,-,-,-,pērku 
1674,Rīga,centrs Skolas 30,3,88,6/6,P. kara,600  €/mēn.
1675,Rīga,Āgenskalns Kandavas 8,3,66,1/5,103.,"91,700  €"
1676,Rīga,Āgenskalns,Citi,-,-,-,pērku 
1677,Rīga,Iļģuciems,Citi,-,-,-,pērku 
1678,Rīga,Imanta,Citi,-,-,-,pērku 
1679,Rīga,Dreiliņi Kaivas 100,3,63,1/5,Jaun.,"140,000  €"
1680,Rīga,Pļavnieki Jasmuižas 2,2,50,3/9,602.,320  €/mēn.
1681,Rīga,Purvciems Ilūkstes 54/2,1,39,5/5,M. ģim.,190  €/mēn.
1682,Rīga,Imanta Jūrmalas g. 100/1,2,53,1/9,Jaun.,350  €/mēn.
1683,Rīga,Imanta Kleistu 18,1,28,5/5,LT proj.,"39,950  €"
1684,Rīga,Purvciems Upeņu 17,3,62,3/8,Jaun.,"135,000  €"
1685,Rīga,Ķengarags Maskavas 256/4,2,43,1/5,Hrušč.,"51,500  €"
1686,Rīga,Ķengarags Maskavas 198,3,73,1/4,Staļina,"95,000  €"
1687,Rīga,centrs Briāna 14,2,29,2/4,P. kara,"47,000  €"
1688,Rīga,Āgenskalns,1,-,-,-,pērku 
1689,Rīga,Sarkandaugava,1,-,-,-,pērku 
1690,Rīga,centrs,Citi,-,-,-,pērku 
1691,Rīga,Teika,1,-,-,-,pērku 
1692,Rīga,centrs M. Krasta 1,1,25,2/2,P. kara,270  €/mēn.
1693,Rīga,Sarkandaugava Sliežu 9a,1,33,2/5,103.,230  €/mēn.
1694,Rīga,Āgenskalns Mārtiņa 5A,5,170,2/2,P. kara,"220,000  €"
1695,Rīga,Teika Džutas 13A,3,64,3/5,103.,450  €/mēn.
1696,Rīga,Purvciems Vaidavas 2/4,2,42,2/5,Hrušč.,300  €/mēn.
1697,Rīga,Purvciems Vaidavas 2/4,2,42,2/5,Hrušč.,"50,000  €"
1698,Rīga,centrs Deglava 7,2,67,4/6,Jaun.,550  €/mēn.
1699,Rīga,centrs,2,-,-,-,vēlos īret 
1700,Rīga,Bolderāja Tekstilnieku 13,1,29,1/2,P. kara,"12,500  €"
1701,Rīga,Purvciems Lielvārdes 105,2,59,7/12,104.,380  €/mēn.
1702,Rīga,Mangaļi,Citi,-,-,-,pērku 
1703,Rīga,centrs Zirņu 2k5,3,59,2/9,467.,"85,000  €"
1704,Rīga,Purvciems Deglava 61-1,2,54,2/10,Jaun.,"109,990  €"
1705,Rīga,Ziepniekkalns Ozolciema 16/6,2,56,3/10,119.,350  €/mēn.
1706,Rīga,Mežaparks,Citi,-,-,-,pērku 
1707,Rīga,Mangaļi,Citi,-,-,-,pērku 
1708,Rīga,centrs,Citi,-,-,-,pērku 
1709,Rīga,Āgenskalns,Citi,-,-,-,pērku 
1710,Rīga,Purvciems,Citi,-,-,-,pērku 
1711,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
1712,Rīga,Jugla,Citi,-,-,-,pērku 
1713,Rīga,Purvciems,1,-,-,-,vēlos īret 
1714,Rīga,Jugla Juglas krastm. 1a,4,134,1/2,Jaun.,"195,000  €"
1715,Rīga,Ķengarags Lokomotīves 90,1,30,4/5,LT proj.,"31,000  €"
1716,Rīga,Mežciems Vecā Biķernieku 41,3,87,4/5,Jaun.,"180,000  €"
1717,Rīga,Iļģuciems Lilijas 28,2,82,2/6,Jaun.,"149,980  €"
1718,Rīga,Sarkandaugava Sarkandaugavas 19A,2,36,5/5,P. kara,"36,000  €"
1719,Rīga,Daugavgrīva Parādes 22,2,42,2/5,Hrušč.,"25,000  €"
1720,Rīga,Āgenskalns,Citi,-,-,-,pērku 
1721,Rīga,centrs,Citi,-,-,-,pērku 
1722,Rīga,Purvciems,Citi,-,-,-,pērku 
1723,Rīga,Ziepniekkalns Ķekavas 8,2,42,2/3,Hrušč.,"58,300  €"
1724,Rīga,Dārzciems Jaunrozes 2 k-2,2,43,3/3,Specpr.,"32,500  €"
1725,Rīga,Maskavas priekšpilsēta Maskavas 198,1,40,5/5,Staļina,260  €/mēn.
1726,Rīga,centrs Tērbatas 68,1,28,2/2,P. kara,390  €/mēn.
1727,Rīga,Āgenskalns Mērsraga 9,2,50,4/4,Renov.,"83,297  €"
1728,Rīga,Dārzciems Strautu 23,1,36,5/5,M. ģim.,"32,000  €"
1729,Rīga,Vecmīlgrāvis Kreimeņu 3,3,70,5/5,103.,80  €/mēn.
1730,Rīga,Āgenskalns Mērsraga 9,2,52,3/4,Renov.,"86,352  €"
1731,Rīga,Āgenskalns Mērsraga 9A,2,60,1/3,P. kara,"89,072  €"
1732,Rīga,Āgenskalns Olgas 4,2,49,1/5,P. kara,350  €/mēn.
1733,Rīga,Jugla Kvēles 31,2,44,1/5,Hrušč.,300  €/mēn.
1734,Rīga,Ķengarags Lokomotīves 34,1,34,6/12,Čehu pr.,"29,500  €"
1735,Rīga,Zolitūde Zolitūdes 75,2,69,5/6,Jaun.,"129,500  €"
1736,Rīga,Purvciems Lielvārdes 131,3,67,5/5,LT proj.,"58,600  €"
1737,Rīga,Āgenskalns Valguma 31,3,126,6/6,Jaun.,"250,000  €"
1738,Rīga,Sarkandaugava Aptiekas 11,2,82,2/3,P. kara,"79,000  €"
1739,Rīga,Pļavnieki Saharova 15,3,70,6/12,104.,"85,000  €"
1740,Rīga,Ziepniekkalns Līvciema 4,3,121,2/5,Jaun.,650  €/mēn.
1741,Rīga,Pļavnieki Dravnieku 2,1,45,3/9,104.,290  €/mēn.
1742,Rīga,Āgenskalns Raņķa d. 34,3,116,17/23,Jaun.,"351,000  €"
1743,Rīga,Jugla Tirzas 3,2,40,1/4,Hrušč.,300  €/mēn.
1744,Rīga,Teika Vidrižu 1c,2,51,6/7,Specpr.,320  €/mēn.
1745,Rīga,Rumbula,Citi,-,-,-,pērku 
1746,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
1747,Rīga,Jugla,Citi,-,-,-,pērku 
1748,Rīga,centrs Matīsa 46,1,18,4/5,Jaun.,30  €/dienā
1749,Rīga,Mežciems Kaivas 50,1,37,5/5,Jaun.,300  €/mēn.
1750,Rīga,Ķengarags Ikšķiles 4,2,45,5/5,LT proj.,"48,400  €"
1751,Rīga,Iļģuciems Buļļu 35,2,50,2/5,LT proj.,"66,500  €"
1752,Rīga,Ķengarags Kaņiera 10,2,58,5/5,LT proj.,340  €/mēn.
1753,Rīga,Teika Ieriķu 29,2,45,5/5,Staļina,45  €/dienā
1754,Rīga,Krasta r-ns Maskavas 198,3,73,1/4,Staļina,"95,000  €"
1755,Rīga,Teika Brīvības 326,2,56,5/5,Staļina,380  €/mēn.
1756,Rīga,Bolderāja Lielupes 13,2,46,1/2,P. kara,"29,000  €"
1757,Rīga,Ķengarags Salaspils 12,4,62,5/5,LT proj.,"46,200  €"
1758,Rīga,Ķengarags Salaspils 12,3,62,5/5,LT proj.,"46,200  €"
1759,Rīga,Ziepniekkalns Vaiņodes 24A,2,47,3/5,LT proj.,"71,500  €"
1760,Rīga,Sarkandaugava Sīmaņa 6,1,32,1/3,P. kara,"35,000  €"
1761,Rīga,Vecmīlgrāvis Sniega 2,2,51,2/5,LT proj.,"53,000  €"
1762,Rīga,Jugla Mārkalnes 1,1,18,5/5,Hrušč.,"5,900  €"
1763,Rīga,Bolderāja Lielupes 13,2,46,1/2,P. kara,"29,000  €"
1764,Rīga,Purvciems Vējavas 10 k-2,4,76,9/9,602.,"59,000  €"
1765,Rīga,Imanta Kurzemes pr. 90,3,60,5/5,LT proj.,"45,000  €"
1766,Rīga,Purvciems Ilūkstes 60,2,50,5/5,LT proj.,"36,000  €"
1767,Rīga,Bolderāja Lielupes 68,2,48,2/5,LT proj.,"35,000  €"
1768,Rīga,Zolitūde Anniņmuižas 2B,1,48,3/9,119.,400  €/mēn.
1769,Rīga,Purvciems Upeņu 15,2,49,4/5,Jaun.,550  €/mēn.
1770,Rīga,centrs Kazarmu 4,2,44,1/5,Staļina,"55,000  €"
1771,Rīga,Āgenskalns Rododendru 12,2,43,4/5,Hrušč.,"42,000  €"
1772,Rīga,centrs Pētersalas 18A,2,43,3/5,Hrušč.,350  €/mēn.
1773,Rīga,centrs Avotu 4,2,37,5/5,P. kara,570  €/mēn.
1774,Rīga,Vecmīlgrāvis Meldru 10,1,18,4/4,Hrušč.,180  €/mēn.
1775,Rīga,Pļavnieki Krustpils 73 K-2,2,47,2/3,Hrušč.,"42,000  €"
1776,Rīga,centrs Ģertrūdes 9,4,153,7/7,Renov.,"596,000  €"
1777,Rīga,centrs Krāsotāju 2,2,65,1/3,P. kara,450  €/mēn.
1778,Rīga,Purvciems Stirnu 13,2,40,5/5,LT proj.,300  €/mēn.
1779,Rīga,Maskavas priekšpilsēta Maskavas 135,2,58,1/1,Renov.,300  €/mēn.
1780,Rīga,Dzegužkalns,Citi,-,-,-,pērku 
1781,Rīga,Bolderāja,Citi,-,-,-,pērku 
1782,Rīga,Āgenskalns,Citi,-,-,-,pērku 
1783,Rīga,Bolderāja Finiera 19,1,39,5/9,Specpr.,220  €/mēn.
1784,Rīga,Ziepniekkalns,2,57,3/9,119.,pērku 
1785,Rīga,Ziepniekkalns Ozolciema 12,2,47,6/9,119.,449  €/mēn.
1786,Rīga,Zolitūde Bieziņa 11,2,58,6/10,119.,"55,000  €"
1787,Rīga,Purvciems Kastrānes 1/2,1,25,2/5,Renov.,27  €/dienā
1788,Rīga,Teika Biķernieku 4b,1,35,1/2,P. kara,250  €/mēn.
1789,Rīga,Purvciems Ilūkstes 54 k-1,1,36,3/5,M. ģim.,220  €/mēn.
1790,Rīga,Āgenskalns Mūkusalas 29,3,110,2/4,Jaun.,"1,800  €/mēn."
1791,Rīga,centrs Raiņa bulv. 31,1,30,6/6,P. kara,30  €/dienā
1792,Rīga,centrs Zvaigžņu 24,2,40,1/6,P. kara,40  €/dienā
1793,Rīga,centrs Alunāna 9,4,116,1/5,P. kara,"235,000  €"
1794,Rīga,centrs Avotu 6,2,70,3/5,P. kara,395  €/mēn.
1795,Rīga,centrs Skolas 34,2,64,1/7,Specpr.,"117,500  €"
1796,Rīga,Daugavgrīva Plēksnes 6,1,32,2/5,103.,"27,500  €"
1797,Rīga,Purvciems Žagatu 20A,3,63,3/9,602.,"55,850  €"
1798,Rīga,Ziepniekkalns Valdeķu 60/3,1,32,9/9,602.,240  €/mēn.
1799,Rīga,Āgenskalns Atpūtas 2,1,39,2/5,Specpr.,"41,500  €"
1800,Rīga,Mežciems Hipokrāta 35,2,50,7/9,602.,"65,000  €"
1801,Rīga,centrs Elizabetes 4,3,160,5/5,Renov.,"419,000  €"
1802,Rīga,centrs Alunāna 9,4,118,1/4,Renov.,"235,000  €"
1803,Rīga,centrs Elizabetes 18,4,146,4/6,Renov.,"755,000  €"
1804,Rīga,centrs Elizabetes 18,3,98,1/6,Renov.,"495,000  €"
1805,Rīga,centrs Elizabetes 18,2,61,2/6,Renov.,"295,000  €"
1806,Rīga,Teika Biķernieku 12,2,44,2/3,Staļina,440  €/mēn.
1807,Rīga,Brekši Juglasciema b. 62,3,72,2/2,Jaun.,"188,000  €"
1808,Rīga,centrs Marijas 1A,3,50,2/6,P. kara,"85,000  €"
1809,Rīga,Imanta Zentenes 2,2,48,1/5,LT proj.,"40,000  €"
1810,Rīga,Ķengarags Lokomotīves 54,1,34,10/12,Jaun.,250  €/mēn.
1811,Rīga,Purvciems Dzelzavas 25,2,53,5/9,602.,300  €/mēn.
1812,Rīga,Pļavnieki Slāvu 23,2,51,2/9,602.,"40,000  €"
1813,Rīga,Zolitūde Anniņmuižas 13,3,68,6/12,Jaun.,"104,000  €"
1814,Rīga,Vecmīlgrāvis Baltāsbaznīcas 21,2,43,2/3,Staļina,"49,900  €"
1815,Rīga,centrs Dzirnavu 62,5,132,4/5,P. kara,"232,000  €"
